line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.10496197,0.108646,0.1051869,0.100176804,0.09484063,0.09087871,0.084792905,0.08120198,0.07629865,0.075296596,0.07245841,0.07046199,0.06795655,0.06537133,0.06293702,0.061468244,0.057955243,0.055868644,0.053075813,0.050945025,0.047327142,0.04493197,0.04239444,0.039329097,0.03657239,0.034129,0.031887997,0.027751073,0.025395898,0.023008129,0.019648433,0.017119948,0.01378228,0.010912996,0.007615843,0.0044561923,0.0018774061,-0.0016318774,-0.004107259,-0.008015531,-0.011062449,-0.012654135,-0.01437454,-0.016403161,-0.017240128,-0.018934093,-0.021458527,-0.022037765,-0.023457196,-0.02537038,-0.02754282,-0.028920792,-0.030519221,-0.032371823,-0.03374587,-0.03597067,-0.037913546,-0.039331757,-0.040723458,-0.042648055,-0.04475264,-0.046552014,-0.047653,-0.049992263,-0.051444914,-0.05283694,-0.05462351,-0.056499146,-0.058783088,true
1,0.1256907,0.1309336,0.12345202,0.11548575,0.10843385,0.10188665,0.09639153,0.09040171,0.08546101,0.08232617,0.07954927,0.07670525,0.073836,0.07140388,0.06917872,0.066337205,0.063634574,0.061243143,0.057832267,0.055157058,0.05212389,0.049734347,0.045860656,0.04409384,0.041135162,0.037856456,0.035036474,0.031671043,0.028970258,0.025984187,0.023388345,0.019443259,0.016553126,0.013413249,0.01037658,0.0069004027,0.004014483,0.00075782044,-0.0025822902,-0.0055806213,-0.009274354,-0.011529323,-0.013277925,-0.015406891,-0.01633617,-0.017886158,-0.019700175,-0.021449016,-0.02311077,-0.025058923,-0.02647699,-0.028214756,-0.029794745,-0.03212164,-0.03384018,-0.035655424,-0.037326768,-0.03911457,-0.04095522,-0.042608112,-0.044554655,-0.046539284,-0.047492668,-0.049811907,-0.05207639,-0.054053273,-0.05540798,-0.057410955,-0.058564465,true
2,0.09843256,0.10071045,0.09827305,0.09495987,0.09087174,0.08794698,0.08364306,0.0809278,0.07676212,0.07562771,0.073620684,0.07186553,0.069958925,0.06728125,0.06616133,0.06422799,0.061234094,0.059001595,0.05662649,0.054438718,0.051740754,0.049830846,0.046870284,0.044217244,0.04205146,0.03862147,0.03638369,0.033254277,0.030206207,0.027451683,0.0244671,0.02147362,0.01830514,0.0154329715,0.013109569,0.009495238,0.0063670287,0.0033661257,0.00016775634,-0.003367808,-0.005774979,-0.0073568057,-0.009647279,-0.0109800575,-0.012692617,-0.014221943,-0.016572667,-0.017534485,-0.019433614,-0.020787623,-0.022037286,-0.024533119,-0.025796358,-0.027787562,-0.029477987,-0.03140039,-0.03267412,-0.034342334,-0.036132447,-0.037274383,-0.03960247,-0.041044176,-0.042806353,-0.0450897,-0.04598481,-0.048345007,-0.050425503,-0.05199021,-0.05375239,true
3,0.1446785,0.14950293,0.13980909,0.13029481,0.121348016,0.11358814,0.106272064,0.099405095,0.09286302,0.090163656,0.085951746,0.08286773,0.080675766,0.07743749,0.074063726,0.07109233,0.068132855,0.06486136,0.062431835,0.058758516,0.056687836,0.052580275,0.04956261,0.04742055,0.043575156,0.04069927,0.037700005,0.03395047,0.03061154,0.028383113,0.025374759,0.021283027,0.018476464,0.014909553,0.011477426,0.008608475,0.0056366944,0.0020937873,-0.0012188479,-0.004416348,-0.008439194,-0.009800191,-0.011031068,-0.01375913,-0.01506705,-0.016124219,-0.018587245,-0.020954052,-0.022124916,-0.02351039,-0.025653193,-0.026963092,-0.029256877,-0.03144915,-0.03278663,-0.03467417,-0.03646258,-0.03769694,-0.040373698,-0.041782588,-0.043985695,-0.04540144,-0.046986923,-0.04871019,-0.050670113,-0.05206991,-0.055473436,-0.056853507,-0.057512026,true
4,0.1250333,0.12776887,0.12195955,0.11463072,0.10750857,0.10068751,0.094648674,0.088016346,0.08222213,0.07872926,0.0759102,0.07371637,0.06989752,0.06722158,0.0648506,0.0626647,0.05966782,0.056179315,0.053602017,0.050188188,0.047067814,0.044975914,0.04162191,0.038991243,0.03626982,0.032370824,0.029773049,0.026936967,0.023761468,0.021079194,0.017888933,0.01405221,0.010927077,0.0075855483,0.004936265,0.0011738054,-0.001324771,-0.0046915715,-0.0075622136,-0.011871329,-0.014678279,-0.016781265,-0.018297043,-0.019331742,-0.021174641,-0.022517975,-0.024356715,-0.027560048,-0.02819651,-0.029965091,-0.0312027,-0.033761356,-0.035254657,-0.037326597,-0.038411543,-0.040165137,-0.04220732,-0.043141346,-0.045985278,-0.047998447,-0.048702154,-0.050183885,-0.0523234,-0.054452877,-0.05683081,-0.05881022,-0.060684353,-0.06222473,-0.06259695,true
5,0.10701753,0.10917171,0.10624358,0.10207019,0.09728151,0.092514694,0.08908107,0.08440656,0.080623426,0.07745222,0.07620544,0.073143914,0.071863174,0.06977393,0.066593625,0.06429791,0.062138002,0.059929997,0.05702337,0.05432632,0.051050577,0.04857666,0.045268796,0.042718224,0.039554562,0.037166983,0.03293,0.03077941,0.027249217,0.023810897,0.02100312,0.017735079,0.014429264,0.010317766,0.0079409415,0.0048499517,0.00075870054,-0.0021264595,-0.005826951,-0.009336824,-0.012671122,-0.014798878,-0.016283061,-0.017962754,-0.02006301,-0.021836873,-0.023493415,-0.025306664,-0.026843105,-0.028920842,-0.029653326,-0.032564938,-0.034023,-0.03587267,-0.038032994,-0.039587677,-0.041715067,-0.043422468,-0.045074683,-0.046604834,-0.04829558,-0.05032756,-0.052075315,-0.05437493,-0.05635823,-0.05847788,-0.05979353,-0.061412774,-0.06331375,true
6,0.08987471,0.09296438,0.09010469,0.08782288,0.08574341,0.08206915,0.07954791,0.076352485,0.073787875,0.07131049,0.06944937,0.067326404,0.06571779,0.06286454,0.061832786,0.059743583,0.057037257,0.054448623,0.05161422,0.04933636,0.046084758,0.043768704,0.0414693,0.03863797,0.03747566,0.033188745,0.031298086,0.028315704,0.024729256,0.022625703,0.01975239,0.0156115955,0.013843153,0.009929103,0.007115154,0.0037664156,0.0006567966,-0.0018748557,-0.005089476,-0.009171128,-0.011834117,-0.0137797315,-0.014542324,-0.016379625,-0.017828314,-0.01885613,-0.021541867,-0.023108294,-0.024948109,-0.026226133,-0.028133905,-0.029806055,-0.030944377,-0.032596547,-0.03483222,-0.035596196,-0.038238037,-0.038701657,-0.040606093,-0.043012463,-0.04472848,-0.04591246,-0.047896635,-0.049635675,-0.05148223,-0.0531619,-0.055347867,-0.05650619,-0.057602353,true
7,0.11964826,0.12042624,0.11739754,0.11346282,0.10978705,0.104917355,0.100350924,0.09586665,0.09159896,0.089371964,0.087400645,0.086003035,0.08242151,0.080530226,0.077836685,0.075621895,0.0722735,0.07023391,0.06734025,0.06433301,0.06131428,0.0586475,0.05551772,0.0529804,0.049645357,0.04629803,0.04314313,0.039719015,0.037821785,0.033671655,0.030762423,0.02680522,0.02333976,0.020595454,0.017093286,0.013337884,0.009698521,0.006776437,0.0033864053,-0.0005153108,-0.0038974783,-0.005261545,-0.006535045,-0.008210157,-0.010490993,-0.011858261,-0.013454705,-0.014990136,-0.017272513,-0.0190974,-0.021126889,-0.022762481,-0.024008214,-0.02602555,-0.028480377,-0.029122498,-0.032067228,-0.033367857,-0.035006132,-0.036714133,-0.039171413,-0.039983984,-0.04289064,-0.043990143,-0.045686405,-0.048120487,-0.049696762,-0.051998332,-0.053667728,true
8,0.12563933,0.13195519,0.12145516,0.11368441,0.10564884,0.099687316,0.09308648,0.08815116,0.082069315,0.079814434,0.07836176,0.07532802,0.07251251,0.070717715,0.06746018,0.06509886,0.06313503,0.06029278,0.058294952,0.05571085,0.052982263,0.050532505,0.046708055,0.04498041,0.04153038,0.039179962,0.03609129,0.0331756,0.030299397,0.027129088,0.02328562,0.021137718,0.017780822,0.014443995,0.010998882,0.008958458,0.005455441,0.0005920464,-0.001858999,-0.0046198475,-0.0077629457,-0.008648956,-0.011456144,-0.013356918,-0.015606128,-0.017136242,-0.018527886,-0.019820224,-0.022218168,-0.023249455,-0.024779452,-0.027129542,-0.029346764,-0.030264143,-0.03206395,-0.034607835,-0.036194794,-0.038351912,-0.039430752,-0.040931582,-0.04392856,-0.045255914,-0.046867624,-0.048997246,-0.049210317,-0.052366823,-0.053627115,-0.05612586,-0.057966147,true
9,0.105324656,0.10607689,0.10461531,0.10188395,0.09927251,0.09618583,0.09167097,0.088914335,0.08531883,0.08291116,0.08137339,0.079413,0.07699232,0.075248845,0.07222475,0.07046434,0.06816996,0.06510242,0.06308663,0.060692027,0.057352446,0.055265926,0.051935114,0.04907983,0.045439173,0.0430163,0.039593697,0.036758102,0.03410858,0.030312356,0.026849147,0.023912165,0.020226588,0.016430736,0.013516434,0.010450163,0.0068904995,0.0031307356,0.00011866819,-0.002653989,-0.0064884466,-0.008465338,-0.01024852,-0.0116447555,-0.01399748,-0.01569162,-0.016994534,-0.018790508,-0.020952825,-0.022055035,-0.024373882,-0.02633728,-0.028114893,-0.029903268,-0.031147942,-0.03304779,-0.035017017,-0.036618214,-0.038439963,-0.040533114,-0.042182975,-0.0443918,-0.045502424,-0.048039157,-0.049072888,-0.051843785,-0.05308714,-0.05557308,-0.056979608,true
