line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.105438754,0.10882646,0.103462,0.09764412,0.093268335,0.08913156,0.085605435,0.0822846,0.078290984,0.07620859,0.0736815,0.07335679,0.07002361,0.068850584,0.067283675,0.064204596,0.062176183,0.05953265,0.057748016,0.05540599,0.053407736,0.050557878,0.048909783,0.045909327,0.043741878,0.040220454,0.037332363,0.034714706,0.032266866,0.029291537,0.026555412,0.023550285,0.020243704,0.017385721,0.015127492,0.011565642,0.008527171,0.0048813266,0.0023625228,-0.0014931429,-0.0046631177,-0.0065153046,-0.008485666,-0.009334894,-0.011721728,-0.012890186,-0.014617184,-0.016265027,-0.018274866,-0.019627023,-0.021342713,-0.022629796,-0.024395265,-0.026336731,-0.028435947,-0.029284496,-0.030998511,-0.033389576,-0.03520225,-0.036310554,-0.039097514,-0.03986264,-0.042043895,-0.043292664,-0.04473798,-0.047473952,-0.049229953,-0.0512024,-0.052587096,true
1,0.12327804,0.12861176,0.12008177,0.11303584,0.10560516,0.09981924,0.09464568,0.08959049,0.08514954,0.08031811,0.07710698,0.07665499,0.07276003,0.07074801,0.06754011,0.06534317,0.06195003,0.05978467,0.05612805,0.054239843,0.05042571,0.048405785,0.045024615,0.042416293,0.039247427,0.03616918,0.03382081,0.03001994,0.027263781,0.024947405,0.021681115,0.018551495,0.014721684,0.011871902,0.007513751,0.0046112686,0.0014958633,-0.0027620886,-0.0053728856,-0.0082885455,-0.011943975,-0.014163959,-0.014194996,-0.016509037,-0.018320814,-0.02026619,-0.022525681,-0.02423688,-0.02564581,-0.027325002,-0.028837834,-0.030007727,-0.03232186,-0.034597456,-0.035978623,-0.0375455,-0.03958283,-0.040860057,-0.042658318,-0.046013862,-0.047423035,-0.049375482,-0.050819773,-0.052135974,-0.05459556,-0.057522878,-0.057848435,-0.060319856,-0.061635993,true
2,0.1154653,0.12084374,0.11466877,0.10898703,0.10271664,0.09728395,0.09280499,0.0869097,0.08258902,0.07962358,0.07796238,0.07517421,0.073357016,0.07093002,0.06825521,0.06553095,0.06363955,0.061067574,0.05887591,0.05545244,0.05281975,0.05003043,0.046752796,0.04413081,0.041946962,0.038696945,0.035072654,0.033059906,0.0299039,0.02570482,0.023606023,0.020909235,0.017266344,0.014266711,0.011336225,0.0075188205,0.0039116787,0.0018136567,-0.0017795563,-0.005738398,-0.00855666,-0.010239045,-0.011909687,-0.0134675065,-0.015922334,-0.017163731,-0.018604223,-0.02113058,-0.022260008,-0.023471555,-0.025888707,-0.026877072,-0.028964004,-0.03152442,-0.032671463,-0.034134857,-0.035550997,-0.037943516,-0.040061932,-0.041375425,-0.042642433,-0.04512546,-0.046849042,-0.04848756,-0.05000484,-0.051742665,-0.053695437,-0.056156583,-0.057635464,true
3,0.0991569,0.098247446,0.09907409,0.09903351,0.09598482,0.093378365,0.09111638,0.08860029,0.085437804,0.08358703,0.08161605,0.08038217,0.078175955,0.07673842,0.07353357,0.07192337,0.06881115,0.067064196,0.06438147,0.061121665,0.05884955,0.05612167,0.053730927,0.04996812,0.047705144,0.044491284,0.041867822,0.037604652,0.03564526,0.03220199,0.02918762,0.025618404,0.022105888,0.019137867,0.014887409,0.012088925,0.008791438,0.0052734357,0.002515892,-0.0007173186,-0.00434068,-0.007319725,-0.0085534,-0.009166068,-0.011219754,-0.013268718,-0.015524099,-0.016791161,-0.018736823,-0.02106594,-0.022372272,-0.023961013,-0.025256254,-0.027001476,-0.029632382,-0.030914243,-0.03284324,-0.034178205,-0.036416143,-0.037338924,-0.040157437,-0.04295523,-0.043584548,-0.04588564,-0.047248363,-0.049517777,-0.051011004,-0.052984834,-0.05471922,true
4,0.09249474,0.09468045,0.09024139,0.085735194,0.08029008,0.074479856,0.06900497,0.064168975,0.05960399,0.05719065,0.05556161,0.05191114,0.04991944,0.04705486,0.044994432,0.042444874,0.039711736,0.036458727,0.03407757,0.030785445,0.029229093,0.026470792,0.023716908,0.020188887,0.017316315,0.015160577,0.011570646,0.008801687,0.0052630734,0.002030008,-0.00033742003,-0.004569007,-0.0071545867,-0.010130659,-0.012455757,-0.015738592,-0.018977571,-0.021602882,-0.025117446,-0.028886322,-0.03168403,-0.033252273,-0.036253087,-0.037014805,-0.0390771,-0.040363938,-0.04167531,-0.04364612,-0.04509468,-0.04705322,-0.04910724,-0.05047288,-0.0526086,-0.053390563,-0.05538264,-0.056889728,-0.05845482,-0.060483187,-0.062229767,-0.063786715,-0.065401524,-0.06727077,-0.069340244,-0.07091585,-0.072647795,-0.073808536,-0.07659846,-0.07719876,-0.07938798,true
5,0.100689754,0.10059413,0.09825238,0.09457524,0.09025412,0.08529801,0.080752194,0.07573436,0.071328156,0.06942935,0.0673407,0.064100444,0.06095837,0.059312176,0.056551684,0.05427396,0.050920155,0.048519656,0.046192005,0.041770067,0.04057872,0.037372086,0.03456662,0.031093191,0.028161198,0.02526215,0.021512598,0.018675257,0.01528555,0.0110232085,0.008736557,0.0045168153,0.0025370847,-0.0018918714,-0.004479925,-0.008313868,-0.011679758,-0.014388302,-0.017549653,-0.02152376,-0.02465604,-0.026411265,-0.029661829,-0.030804832,-0.031905644,-0.033588443,-0.035165764,-0.03669208,-0.037800055,-0.0412233,-0.042940892,-0.04389753,-0.04584458,-0.047872685,-0.049830765,-0.05167945,-0.052740857,-0.054805674,-0.056628957,-0.057979867,-0.059876084,-0.061455235,-0.063655674,-0.0657258,-0.06690095,-0.0688547,-0.07096488,-0.072798476,-0.07417294,true
6,0.08000785,0.08242226,0.08046127,0.0776123,0.07489648,0.07339425,0.07153484,0.06892896,0.06744141,0.06601767,0.063016206,0.06332896,0.060625456,0.05991204,0.057878897,0.055356935,0.053106662,0.051703773,0.049283527,0.04692988,0.04453492,0.042403445,0.040021732,0.037213575,0.034741167,0.03186947,0.029057726,0.026098924,0.023367919,0.020160664,0.017013136,0.0140769575,0.010812414,0.0081228735,0.0037196856,-0.0003445875,-0.00204458,-0.0056250095,-0.0097418595,-0.012507586,-0.016613716,-0.018674135,-0.019551303,-0.021278184,-0.022459181,-0.024647515,-0.027562698,-0.02901131,-0.030810952,-0.032756887,-0.033591285,-0.035916306,-0.03730279,-0.039430536,-0.041711107,-0.043359406,-0.044696987,-0.046170104,-0.04797413,-0.04985164,-0.05289361,-0.05431963,-0.056212284,-0.05657353,-0.059697993,-0.061872937,-0.063345596,-0.06472102,-0.06729265,true
7,0.110624194,0.115922704,0.10856479,0.10081299,0.09370791,0.08601096,0.08042053,0.07538777,0.0696232,0.06708195,0.064644314,0.06250239,0.059996106,0.05725252,0.054855596,0.052233204,0.04956397,0.047525592,0.04512486,0.04176109,0.03932888,0.036538325,0.033858247,0.030744687,0.02866665,0.02593483,0.023105655,0.020143198,0.018333774,0.014838738,0.012254867,0.009170162,0.0061148726,0.0034550105,-9.202119e-05,-0.0031961668,-0.0055587823,-0.008684188,-0.011598144,-0.015362944,-0.018452395,-0.020905256,-0.02182128,-0.023171745,-0.025129914,-0.026764508,-0.028163983,-0.030320734,-0.03153817,-0.033690214,-0.035176564,-0.03704262,-0.038050797,-0.039601095,-0.04234727,-0.04369543,-0.04465564,-0.046768945,-0.048507035,-0.049799725,-0.052234046,-0.054213446,-0.05575887,-0.05726316,-0.05886096,-0.06134808,-0.06261097,-0.06448545,-0.06660398,true
8,0.11720586,0.11889983,0.11546812,0.11325991,0.10890081,0.10347683,0.09976223,0.0951634,0.0908365,0.08794318,0.08642029,0.084149115,0.082619324,0.07985278,0.077932894,0.07458278,0.07315407,0.069920234,0.06749747,0.063825555,0.062095158,0.05818572,0.055647913,0.053111758,0.049278997,0.047040164,0.04391041,0.041015048,0.038214304,0.035671227,0.031488493,0.028545422,0.026142128,0.02197784,0.019034449,0.016026206,0.0132222595,0.009512959,0.0065575805,0.0028656102,-0.00015131803,-0.00202619,-0.0034339898,-0.005386846,-0.0075374157,-0.008758043,-0.010823965,-0.012650532,-0.014485795,-0.016757824,-0.016947392,-0.020041367,-0.02110269,-0.022819126,-0.023976877,-0.026444206,-0.027501652,-0.029812263,-0.031811353,-0.033584688,-0.034684382,-0.03706117,-0.03893212,-0.040925562,-0.042715468,-0.044564903,-0.04568056,-0.047945343,-0.049695022,true
9,0.11833398,0.119016156,0.11645197,0.11288138,0.10867619,0.10465839,0.10046567,0.09672335,0.09375001,0.09050794,0.08856943,0.08694112,0.085102744,0.08314196,0.080945574,0.07739779,0.07519704,0.07321487,0.07099769,0.06869473,0.06548667,0.062388025,0.060222253,0.057336897,0.05501742,0.052191593,0.04908208,0.04562233,0.04293857,0.040159497,0.03670986,0.033450477,0.030273061,0.027976343,0.025380507,0.021145575,0.01838356,0.01422804,0.011060899,0.007915301,0.003894702,0.003079716,0.0014399044,-6.829854e-05,-0.0028177144,-0.003843727,-0.0057587954,-0.0074604703,-0.009049141,-0.01009491,-0.011572058,-0.0132229235,-0.015439493,-0.016843434,-0.018277178,-0.020430097,-0.022064317,-0.02282834,-0.025369253,-0.026607031,-0.029613001,-0.02991771,-0.032240264,-0.033678427,-0.03579422,-0.03761929,-0.03963882,-0.04132183,-0.04370974,true
