line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.12591219,0.13012129,0.123057425,0.113925494,0.10662986,0.09945442,0.09235394,0.08706335,0.08089279,0.078995936,0.07555214,0.073060386,0.071274325,0.06709909,0.06461996,0.06250551,0.06002764,0.057190157,0.054784466,0.052309945,0.04981479,0.046998408,0.043370973,0.041755617,0.03869224,0.036345728,0.03338187,0.03138671,0.027771773,0.025052968,0.021642756,0.018409248,0.015337542,0.0131491935,0.009837675,0.0064632352,0.003591455,8.302694e-05,-0.0034376523,-0.0056236545,-0.008660627,-0.010627574,-0.012531433,-0.014536617,-0.016554791,-0.018444508,-0.01921131,-0.021073096,-0.022757757,-0.024308754,-0.026739268,-0.028961435,-0.029820938,-0.03150691,-0.03301239,-0.034736015,-0.036923178,-0.03806599,-0.040458564,-0.042342786,-0.04449739,-0.045156952,-0.047275458,-0.049640592,-0.050541412,-0.052447803,-0.054509472,-0.05677591,-0.057734687,true
1,0.12425777,0.12846568,0.121559076,0.114513986,0.10801761,0.101797804,0.0961257,0.08955177,0.08546664,0.08233203,0.07886336,0.075845525,0.07481529,0.07083339,0.06833598,0.06501338,0.061956238,0.05936046,0.056133322,0.053508397,0.05001296,0.048300974,0.04497174,0.042011112,0.038212597,0.036621783,0.033166062,0.029256947,0.02581758,0.024141544,0.020133123,0.016813157,0.013119584,0.011137291,0.007192714,0.0032990328,0.0012813518,-0.0028663394,-0.0058064265,-0.009372116,-0.012412808,-0.01440221,-0.015499663,-0.018113893,-0.019956082,-0.022363871,-0.022742203,-0.024075076,-0.027376235,-0.029118164,-0.030085303,-0.032148562,-0.033557754,-0.034871295,-0.038002882,-0.037840337,-0.040761996,-0.04327193,-0.04389237,-0.04562785,-0.048417777,-0.04914799,-0.052041475,-0.053591367,-0.055015583,-0.056732412,-0.05880055,-0.060520712,-0.061886664,true
2,0.119791,0.12165518,0.11703355,0.11117177,0.10518037,0.09944617,0.09385327,0.08804775,0.0828965,0.08079669,0.078086786,0.07471025,0.07299458,0.07000234,0.06729676,0.06428832,0.061640646,0.058893707,0.056049686,0.0526815,0.051090866,0.04804683,0.045493577,0.04234603,0.038759366,0.03652667,0.032329965,0.029685773,0.027320743,0.023414033,0.020951938,0.01850412,0.01427997,0.011773574,0.00832681,0.0043216366,0.0022731777,-0.0013656234,-0.005421456,-0.008825083,-0.012120065,-0.012741852,-0.014661934,-0.016344506,-0.018246498,-0.019544158,-0.021088058,-0.022973625,-0.024047751,-0.026493179,-0.028421871,-0.029705048,-0.031133972,-0.033410423,-0.034386188,-0.036415923,-0.038573995,-0.04025323,-0.041914828,-0.043994375,-0.045230284,-0.04755691,-0.048892144,-0.051259812,-0.052266486,-0.05440949,-0.055872705,-0.058122355,-0.059185985,true
3,0.09453922,0.09684232,0.09560833,0.09310706,0.08951999,0.086793385,0.08504844,0.08138797,0.078593574,0.07813872,0.076202296,0.07436388,0.07304223,0.07084577,0.06970893,0.068405986,0.06590165,0.06291514,0.060906734,0.059534248,0.057166696,0.05469533,0.05147362,0.04915376,0.04630732,0.044201817,0.0412015,0.037968546,0.03582555,0.032957353,0.030016795,0.027669951,0.024658866,0.021439705,0.018525487,0.015084725,0.011808371,0.008382,0.005219361,0.002605374,-0.0007194765,-0.0021097334,-0.0034455606,-0.0058941566,-0.007506774,-0.008875895,-0.010696361,-0.01222204,-0.013095107,-0.015780836,-0.017356362,-0.018541737,-0.019734448,-0.022017075,-0.02405679,-0.02503204,-0.02759235,-0.029037876,-0.030799324,-0.03263409,-0.034005094,-0.036310166,-0.037990086,-0.03899329,-0.040220466,-0.04281388,-0.04431555,-0.04646523,-0.048338342,true
4,0.11897848,0.12236504,0.11596194,0.11027235,0.102952495,0.09685256,0.091440886,0.08579241,0.08062888,0.07809466,0.075433776,0.07307251,0.070908956,0.06827447,0.06518979,0.062462498,0.059706282,0.056510523,0.054475512,0.051499106,0.04877246,0.045475837,0.04309577,0.040166847,0.036750052,0.033722322,0.030599862,0.028231554,0.024974193,0.021967703,0.019007813,0.015027696,0.0117223,0.008783579,0.0050653974,0.002032868,-0.00067463424,-0.003586586,-0.0077330004,-0.010578231,-0.014225586,-0.01602102,-0.01801111,-0.019658813,-0.021195296,-0.022704406,-0.024522686,-0.025966108,-0.02804682,-0.02893185,-0.031170703,-0.032836773,-0.03458329,-0.036653414,-0.038369466,-0.039907336,-0.042084385,-0.04361394,-0.04558023,-0.04782662,-0.049214475,-0.050482437,-0.05302701,-0.054459423,-0.056161214,-0.057910968,-0.06001928,-0.061588738,-0.06362523,true
5,0.12420204,0.1308098,0.12231125,0.11353832,0.10661058,0.10004097,0.09478994,0.089861974,0.084509626,0.08184043,0.079102226,0.07686297,0.07504582,0.07152853,0.06876528,0.06563505,0.06371489,0.061538007,0.059547763,0.056227442,0.053311504,0.050681684,0.048153646,0.046315923,0.04266571,0.04020569,0.036975328,0.034640055,0.03040408,0.02918512,0.025265805,0.021701753,0.019157216,0.016396564,0.012964765,0.009205973,0.0064778724,0.0028993678,-0.00076640584,-0.0040278165,-0.006932254,-0.0077653592,-0.010181233,-0.010878075,-0.014135302,-0.015757617,-0.016264541,-0.019102223,-0.020820782,-0.021732962,-0.024062011,-0.02607205,-0.028447647,-0.03033982,-0.031663463,-0.03288917,-0.034653235,-0.03683115,-0.038067948,-0.04022535,-0.041301187,-0.043994628,-0.04673711,-0.04656002,-0.049695868,-0.051453672,-0.053708956,-0.054492857,-0.055265065,true
6,0.099392615,0.103631414,0.0994418,0.09716516,0.09216887,0.08815772,0.08551207,0.08224472,0.078324206,0.07502665,0.073724926,0.071045,0.07110003,0.06776978,0.06590785,0.06328536,0.060658265,0.0588135,0.056931138,0.05342912,0.050737,0.04776126,0.04571839,0.042850062,0.039855625,0.037750453,0.03336126,0.029869102,0.027022375,0.024110498,0.021842051,0.01803137,0.014713234,0.011427869,0.0074899406,0.004848862,0.0020729918,-0.002799938,-0.0054420084,-0.009433354,-0.0119426595,-0.014212542,-0.0152576845,-0.016821377,-0.01898462,-0.020847572,-0.022034774,-0.02508321,-0.027089868,-0.028004268,-0.030300394,-0.032393243,-0.034068383,-0.035383843,-0.0376845,-0.039202362,-0.040677413,-0.04336589,-0.044504672,-0.04623465,-0.048641916,-0.05114184,-0.052330635,-0.05350115,-0.05539641,-0.057579916,-0.059451688,-0.060809206,-0.062880345,true
7,0.093095995,0.09633254,0.09323804,0.08988414,0.086988,0.083764724,0.08094748,0.07701611,0.07364382,0.07198196,0.068979636,0.06745223,0.06508938,0.063511506,0.061323736,0.058594935,0.056200173,0.054606963,0.05109621,0.049337685,0.04612857,0.043515895,0.040322945,0.03819359,0.035068356,0.031568754,0.030231602,0.027426433,0.023426794,0.020980155,0.01734405,0.014306102,0.011213176,0.008230952,0.005613519,0.001867448,-0.0014590733,-0.004864548,-0.0071811285,-0.010310956,-0.01351766,-0.015715092,-0.017598502,-0.018718809,-0.020175502,-0.022442449,-0.023932513,-0.025702808,-0.02796213,-0.028598974,-0.03048491,-0.032501303,-0.0335714,-0.034929834,-0.03747674,-0.038559202,-0.040197127,-0.042704485,-0.043699864,-0.04547346,-0.046936646,-0.049129684,-0.05084041,-0.052028216,-0.05441645,-0.05600923,-0.05804419,-0.059263866,-0.060715724,true
8,0.09532289,0.101473264,0.09590093,0.089949965,0.083970435,0.07813619,0.07454214,0.07044403,0.06693348,0.0645877,0.06274516,0.060335472,0.05915962,0.056420933,0.054164987,0.05220992,0.04882344,0.047390293,0.046101306,0.043303702,0.040521342,0.038049307,0.03532618,0.03380107,0.030548137,0.028315749,0.024589898,0.02251804,0.019511912,0.01726261,0.013817673,0.010983368,0.007950484,0.005099845,0.0021001427,-0.0012219651,-0.0038623512,-0.0073087546,-0.011210009,-0.013729527,-0.016566437,-0.01844943,-0.020240515,-0.021711897,-0.023903731,-0.025723843,-0.026507974,-0.028738245,-0.030510515,-0.031921964,-0.033805117,-0.03518451,-0.037413742,-0.039151028,-0.040966578,-0.042880077,-0.04399358,-0.04635551,-0.04730583,-0.049408406,-0.05097089,-0.053061105,-0.05464307,-0.05667647,-0.058312267,-0.0603941,-0.06223661,-0.064005695,-0.064653195,true
9,0.111383684,0.114297606,0.10984879,0.10598715,0.101955056,0.097759575,0.09393578,0.08965066,0.086010024,0.083970614,0.0809814,0.07829297,0.07731428,0.07505337,0.072568074,0.070081174,0.067715384,0.064566486,0.06265818,0.059798144,0.057319283,0.055329435,0.051846612,0.049129985,0.04547874,0.04334493,0.040174622,0.03718845,0.033476673,0.03128466,0.028118905,0.02509137,0.02116834,0.018463887,0.014906338,0.01188214,0.008845797,0.0051843254,0.0018924633,-0.0013825577,-0.0049371375,-0.005936507,-0.007444153,-0.009770321,-0.011420366,-0.012872342,-0.014990304,-0.016795598,-0.019270718,-0.02060082,-0.021399422,-0.02353693,-0.025505878,-0.027310433,-0.028802121,-0.030858379,-0.03219255,-0.034684908,-0.035837416,-0.037860427,-0.039291367,-0.04162261,-0.043417137,-0.045275185,-0.047146495,-0.048769426,-0.050163615,-0.052003074,-0.054312546,true
