line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.08653039,0.09123868,0.089169815,0.086196736,0.08256562,0.08038889,0.07846582,0.07509507,0.0723898,0.07192878,0.070629545,0.0686531,0.06751692,0.06590197,0.06395315,0.062834814,0.061053596,0.05889155,0.056882165,0.054910615,0.053148873,0.050555415,0.04918053,0.04679101,0.044702545,0.04173913,0.03852562,0.037210844,0.033888068,0.03149519,0.02866096,0.026066162,0.022980165,0.019399194,0.017001616,0.014837293,0.0115658995,0.008769527,0.0058908192,0.0022701048,-0.00034470763,-0.0018912572,-0.0042762524,-0.005252147,-0.0063920515,-0.008359085,-0.010057693,-0.011955011,-0.013137636,-0.014877887,-0.016727645,-0.018691989,-0.019691583,-0.021228712,-0.022405652,-0.024630614,-0.026259629,-0.028136652,-0.030050954,-0.03169737,-0.033370137,-0.03463468,-0.036278717,-0.038091503,-0.039183367,-0.04155523,-0.043554515,-0.045725357,-0.046429496,true
1,0.138188,0.14404058,0.13358857,0.122106805,0.11244562,0.10385988,0.09545509,0.08831291,0.081840806,0.07791168,0.07534609,0.0720092,0.068436995,0.06478505,0.062627345,0.058855154,0.0564818,0.05344966,0.050127506,0.047171563,0.044010587,0.041018195,0.03785866,0.03481269,0.031602092,0.02845117,0.025726175,0.022516567,0.01931382,0.015834792,0.012756883,0.008954632,0.0062964074,0.0038990676,2.4073059e-05,-0.0038484372,-0.0069141975,-0.010177182,-0.014199298,-0.017336331,-0.020794334,-0.022519715,-0.02385795,-0.025942024,-0.028357897,-0.029494015,-0.03087055,-0.033256598,-0.03476117,-0.036119007,-0.03818709,-0.039576534,-0.041814316,-0.043345947,-0.046087034,-0.04692139,-0.048609756,-0.05076342,-0.05285907,-0.054924946,-0.05622452,-0.05828778,-0.060420036,-0.062314533,-0.06397132,-0.06475216,-0.06709349,-0.06941715,-0.07046274,true
2,0.10201964,0.102097034,0.10004818,0.09903632,0.09691608,0.09243449,0.08842405,0.08534703,0.082060434,0.07945998,0.07799846,0.075224385,0.073457055,0.071508095,0.06888749,0.066305995,0.06412124,0.0619428,0.05889166,0.057501018,0.054668896,0.051239483,0.048833832,0.045921378,0.043162793,0.04000096,0.037764028,0.034662493,0.030490981,0.028113352,0.025414556,0.02186248,0.01884118,0.016165828,0.012373408,0.009001091,0.005438518,0.0024146447,-0.0011139363,-0.0038330993,-0.006667684,-0.008949593,-0.011162022,-0.012054549,-0.01441594,-0.016882185,-0.016999947,-0.020194229,-0.021397054,-0.022383181,-0.024774738,-0.026604915,-0.028886326,-0.029415619,-0.031865496,-0.033550367,-0.035651684,-0.037402086,-0.038362335,-0.040055607,-0.042679116,-0.044285715,-0.04609159,-0.04710774,-0.04989244,-0.051103264,-0.052599404,-0.054576647,-0.055841345,true
3,0.12692882,0.13115127,0.12362699,0.11628123,0.11011417,0.10425914,0.09917632,0.09364425,0.08913723,0.086454876,0.08327707,0.08161433,0.07864556,0.076933295,0.07406305,0.07176333,0.069487765,0.06696814,0.06343427,0.06160441,0.058671817,0.05585679,0.05266592,0.050237194,0.04679863,0.043958157,0.041369878,0.038906276,0.034851514,0.03174398,0.02892289,0.025782239,0.021882296,0.018975956,0.01568407,0.01156619,0.008689513,0.005656318,0.0024054516,-0.00089363847,-0.004084832,-0.005741504,-0.00805896,-0.009803149,-0.011012875,-0.013163755,-0.01485394,-0.016798608,-0.017669126,-0.020207284,-0.022065986,-0.023835007,-0.025532328,-0.027174417,-0.029320402,-0.03078173,-0.032969758,-0.034757666,-0.035685897,-0.037784237,-0.040144853,-0.040971335,-0.043064527,-0.045451134,-0.047055915,-0.048633117,-0.050959356,-0.052900195,-0.053860318,true
4,0.098278716,0.101208724,0.09788908,0.09516643,0.09164645,0.08770731,0.08457706,0.08109937,0.07825052,0.075816594,0.07468131,0.07198129,0.07021127,0.06851478,0.06546502,0.06433231,0.061510406,0.059763417,0.057290882,0.05578105,0.052292354,0.049934857,0.047168776,0.043962833,0.041784447,0.038602173,0.036275316,0.03272395,0.02993932,0.027393255,0.024120793,0.02147355,0.018664502,0.015639825,0.010997927,0.00833131,0.005139159,0.0025170352,-0.00047959574,-0.004224524,-0.0063767303,-0.008263102,-0.010791369,-0.0130561115,-0.014358969,-0.016285384,-0.017798504,-0.019319128,-0.021030825,-0.022819126,-0.024595357,-0.026595157,-0.028775942,-0.029558275,-0.03123602,-0.032676302,-0.035082716,-0.037032966,-0.03743547,-0.04015888,-0.041945376,-0.043759257,-0.0454031,-0.047396235,-0.049254347,-0.050937876,-0.052179687,-0.05417564,-0.05597212,true
5,0.10203792,0.106231615,0.10111917,0.09676215,0.091224715,0.086662106,0.08282914,0.0777488,0.073873885,0.07112726,0.06945622,0.06698412,0.0647538,0.06276013,0.059858676,0.057663642,0.055161744,0.052080408,0.050319158,0.047544308,0.04440467,0.041586034,0.038371235,0.03570002,0.033072777,0.02969202,0.027107552,0.02391745,0.021048972,0.017901838,0.014200269,0.010597357,0.0073258253,0.0043088263,0.00030442816,-0.0017749183,-0.005377236,-0.009245368,-0.012721116,-0.0153211085,-0.019125678,-0.020990936,-0.022946788,-0.024153957,-0.025967833,-0.02876625,-0.029462935,-0.031916607,-0.033137247,-0.034948245,-0.036245275,-0.038412455,-0.039817657,-0.041861985,-0.043769643,-0.045401726,-0.04727224,-0.04894716,-0.051128767,-0.052969836,-0.055242807,-0.05618449,-0.058481753,-0.060301766,-0.06209796,-0.06328938,-0.06520373,-0.06728765,-0.06868433,true
6,0.125799,0.13136174,0.12245597,0.115064695,0.10843161,0.103081204,0.09736221,0.0919734,0.08684485,0.08428537,0.081874914,0.07936645,0.077368416,0.07493925,0.07184387,0.06884302,0.0669708,0.06380379,0.060851276,0.057924017,0.055549137,0.05264709,0.050624862,0.047281425,0.04401385,0.040223703,0.037360817,0.034494266,0.031687662,0.028633779,0.024643563,0.021292761,0.018118415,0.014662002,0.011196291,0.007917095,0.004584598,0.0018656133,-0.0024766135,-0.0049354974,-0.00850007,-0.01048388,-0.012871062,-0.014118989,-0.015507944,-0.017516933,-0.019169314,-0.02117395,-0.022319052,-0.024418997,-0.026351482,-0.02787819,-0.029059283,-0.030219834,-0.03342407,-0.035510138,-0.03717414,-0.038793348,-0.040239714,-0.04260533,-0.044649135,-0.04599308,-0.047798276,-0.04973036,-0.05098919,-0.053275697,-0.055252742,-0.0570622,-0.058555853,true
7,0.08592434,0.08793183,0.08596347,0.084167466,0.08005217,0.0769391,0.07374681,0.069334015,0.066147305,0.06387263,0.06259207,0.06057173,0.058489345,0.05660985,0.05401383,0.05167843,0.049462944,0.047399215,0.04516626,0.042383246,0.039986916,0.03689235,0.035108976,0.032181524,0.02948519,0.02656262,0.023412926,0.02036619,0.018467806,0.015947431,0.012105932,0.009675678,0.0070162555,0.003968941,0.00045826053,-0.0027856734,-0.0060079833,-0.009307977,-0.011964168,-0.01432841,-0.017702926,-0.019682983,-0.02115074,-0.023082023,-0.02429413,-0.026513398,-0.027747983,-0.028750867,-0.031010292,-0.032747865,-0.034182683,-0.035513755,-0.037339136,-0.0389448,-0.04098397,-0.042490326,-0.04409036,-0.04569501,-0.047333308,-0.04955023,-0.05078692,-0.052015044,-0.05463279,-0.05631069,-0.057842214,-0.059166603,-0.06101559,-0.062484168,-0.06462472,true
8,0.11219293,0.11381381,0.11049478,0.10624114,0.103300214,0.09707677,0.092881404,0.088533,0.08387592,0.08213554,0.080377124,0.07787566,0.07517739,0.073323466,0.07074461,0.06846044,0.06625944,0.06293055,0.060027435,0.057182305,0.054934613,0.051260803,0.049446873,0.04659752,0.043305606,0.04085604,0.036843114,0.033916645,0.030655377,0.027245512,0.024500722,0.021069996,0.016970607,0.014182817,0.010972312,0.0072329217,0.0045105396,0.00089781545,-0.002607659,-0.005756081,-0.0103241205,-0.011068294,-0.013672411,-0.014558573,-0.016565323,-0.017908499,-0.020646082,-0.021688279,-0.024573624,-0.025537198,-0.027299795,-0.029123094,-0.03142407,-0.033057556,-0.034833807,-0.036130466,-0.038743675,-0.040220443,-0.041975994,-0.0428655,-0.045866717,-0.047375675,-0.04922749,-0.05091227,-0.0525708,-0.055029765,-0.05677187,-0.059059672,-0.06025361,true
9,0.122960985,0.12328261,0.117637046,0.11449519,0.1096583,0.10448545,0.09830602,0.09286551,0.088014424,0.085486665,0.08271792,0.07985354,0.07780062,0.076141976,0.071886696,0.068168126,0.06651134,0.0636666,0.06135992,0.05767346,0.054289714,0.051831868,0.048878342,0.04547078,0.042118646,0.03873676,0.03558065,0.031691063,0.02820734,0.025970342,0.022468416,0.019599408,0.016139876,0.011815798,0.0085356105,0.0041078962,0.0011664166,-0.0034813695,-0.0068218135,-0.008738344,-0.012365026,-0.015249696,-0.016690208,-0.01863823,-0.02029238,-0.023075934,-0.02311726,-0.026275195,-0.028664455,-0.029336477,-0.030831315,-0.033323333,-0.034990557,-0.037309494,-0.03862188,-0.040702604,-0.04287871,-0.043766018,-0.044815864,-0.048055355,-0.049728457,-0.051735155,-0.05358503,-0.054572128,-0.058357786,-0.059495486,-0.06112569,-0.062193856,-0.06509424,true
