line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.118775316,0.12246991,0.11767247,0.11275693,0.10673659,0.10182571,0.097340345,0.09334818,0.08961142,0.086822905,0.085142076,0.082636334,0.0795319,0.07726362,0.07494328,0.07255765,0.06993565,0.06803974,0.06542668,0.063386105,0.0596311,0.057199102,0.054779705,0.052227847,0.049093813,0.0460787,0.04297405,0.039817203,0.03716082,0.034534633,0.031403594,0.028312033,0.024726506,0.022231787,0.018590458,0.015768329,0.012574256,0.008936037,0.0053557297,0.0025140936,-0.0007206546,-0.0021247473,-0.0038814535,-0.006155898,-0.006738167,-0.00953699,-0.011263812,-0.012219623,-0.013801355,-0.016002351,-0.016821802,-0.020071896,-0.020886127,-0.023172151,-0.02455724,-0.026224248,-0.028245393,-0.03017617,-0.03222867,-0.033185843,-0.034983154,-0.037138853,-0.038784113,-0.040575314,-0.042424414,-0.043569513,-0.046126235,-0.047437813,-0.049294,true
1,0.119207956,0.12226332,0.11644248,0.111193515,0.10673973,0.101769716,0.09649289,0.09220228,0.0874725,0.08530374,0.08334975,0.08077753,0.078346185,0.07624422,0.07432382,0.07163905,0.06956772,0.06698129,0.063097745,0.060725875,0.058015145,0.054783765,0.05202353,0.04952126,0.045804523,0.043641917,0.040408384,0.037272654,0.03419646,0.03057031,0.027079718,0.02442511,0.0206195,0.018150099,0.013796752,0.010144757,0.0072914213,0.0035857558,0.00019872934,-0.0033334158,-0.0069670198,-0.008181804,-0.010455652,-0.012055947,-0.013893707,-0.015791155,-0.017620165,-0.018594788,-0.020366231,-0.022142012,-0.024786018,-0.026344566,-0.028491918,-0.029965691,-0.032116212,-0.033281863,-0.034828234,-0.037296426,-0.038742688,-0.040448774,-0.043025766,-0.04463641,-0.04619369,-0.04855576,-0.050460566,-0.05141365,-0.05369756,-0.055817943,-0.057277814,true
2,0.11054127,0.11620491,0.1098818,0.10244288,0.097697236,0.09232917,0.087753035,0.08412465,0.07914085,0.07621965,0.07475642,0.07273695,0.07047688,0.06898536,0.06627836,0.06393259,0.06126958,0.059316058,0.05627784,0.053901732,0.0519716,0.049503703,0.046295326,0.04361657,0.040221676,0.03710969,0.0346987,0.030816417,0.028802719,0.025258794,0.022000503,0.019632867,0.01608719,0.012532666,0.009084471,0.0063659027,0.0029556006,-0.0004284233,-0.004304512,-0.007936773,-0.011872672,-0.012738374,-0.014708144,-0.016150549,-0.018523393,-0.02018156,-0.021268906,-0.023288123,-0.025142374,-0.02670923,-0.029492054,-0.030693475,-0.033092972,-0.033495005,-0.035984468,-0.037126377,-0.039982665,-0.041828685,-0.04361435,-0.045427386,-0.046484813,-0.048608392,-0.050254103,-0.05200288,-0.054093577,-0.05641984,-0.05787399,-0.06017669,-0.061667725,true
3,0.11797297,0.12127336,0.116147846,0.1099467,0.103897125,0.09736532,0.09232493,0.08825236,0.08285444,0.0797483,0.07761199,0.07590221,0.07302886,0.07061456,0.06851556,0.066390336,0.06294575,0.06073913,0.05912662,0.056421712,0.053179465,0.052128103,0.04825495,0.045846812,0.043396916,0.04012338,0.03765721,0.033851214,0.03203697,0.029453123,0.025665017,0.023150764,0.019032486,0.01670636,0.013600721,0.010672368,0.007785089,0.004241397,0.0016222051,-0.0022600181,-0.005116179,-0.007277929,-0.0083464375,-0.00990283,-0.0117541,-0.013442362,-0.014527667,-0.016583014,-0.019133737,-0.020572817,-0.021949116,-0.023788303,-0.025407739,-0.027052894,-0.029669598,-0.03064243,-0.03243308,-0.034184914,-0.03637587,-0.038372573,-0.038875744,-0.041432474,-0.042778794,-0.0443401,-0.045884795,-0.048141524,-0.050394315,-0.05186953,-0.05359383,true
4,0.09659764,0.099189244,0.09615687,0.09248778,0.08814633,0.08496469,0.08040471,0.07631069,0.07286782,0.070134595,0.06854843,0.06578027,0.0639843,0.061857983,0.059149172,0.05630591,0.053430118,0.050854642,0.048847586,0.044389702,0.041857626,0.03968082,0.036824554,0.032989632,0.029731631,0.026994605,0.024352403,0.020245492,0.01706801,0.0133123435,0.009824727,0.007246333,0.003443013,0.000175633,-0.003288852,-0.0065557086,-0.009865836,-0.014076676,-0.01726977,-0.020414632,-0.024117516,-0.025062006,-0.027751602,-0.028515257,-0.031614132,-0.03277618,-0.035035253,-0.036658924,-0.038285855,-0.040133215,-0.04135328,-0.04341048,-0.044704165,-0.047435142,-0.049192313,-0.05149622,-0.052183967,-0.05465906,-0.056437593,-0.057709172,-0.059508696,-0.061332572,-0.06280921,-0.06550295,-0.067360446,-0.06944891,-0.07128742,-0.07262686,-0.07493645,true
5,0.12132939,0.12455956,0.11876629,0.11353662,0.107477106,0.10188318,0.097204834,0.092267804,0.087767765,0.08559437,0.08328161,0.08059367,0.07761003,0.07706553,0.0726188,0.0704012,0.0674412,0.06513699,0.062900856,0.059511423,0.057585664,0.05456223,0.05100801,0.04805532,0.046244472,0.04195504,0.039673902,0.03633264,0.03342068,0.0303301,0.027144503,0.023972185,0.020734645,0.016725127,0.012932442,0.010887785,0.0074470756,0.0040840725,1.5605241e-05,-0.002453031,-0.0060130223,-0.008182487,-0.009981065,-0.01129513,-0.013655854,-0.015308898,-0.016515793,-0.018686187,-0.019930214,-0.021321593,-0.02330276,-0.025611633,-0.026841648,-0.029929657,-0.030244365,-0.032777525,-0.03488484,-0.036635865,-0.038623765,-0.04045949,-0.04224047,-0.042832088,-0.046276975,-0.047168657,-0.049203154,-0.050862078,-0.05313897,-0.054637533,-0.05765439,true
6,0.1206025,0.124746226,0.11739746,0.11110223,0.104310684,0.098606735,0.09244351,0.08742013,0.082461946,0.079876296,0.07746762,0.074645236,0.07148819,0.06915246,0.06661497,0.06356864,0.0606239,0.057897124,0.05543259,0.052107334,0.049085006,0.045970295,0.043755833,0.04015564,0.037881244,0.033642173,0.030825835,0.02743711,0.024817586,0.021496775,0.018676803,0.014827507,0.011890086,0.007979618,0.0040304884,0.0020215749,-0.0017452827,-0.0049368027,-0.008670619,-0.012290035,-0.01576296,-0.016658485,-0.019106533,-0.020945825,-0.022498785,-0.024990968,-0.02639751,-0.02747489,-0.029310042,-0.03126758,-0.033311337,-0.035239473,-0.036289416,-0.039312348,-0.04008928,-0.042416196,-0.044700783,-0.04638454,-0.048273075,-0.04997213,-0.05137434,-0.053119663,-0.055213235,-0.056777287,-0.059047148,-0.060321372,-0.062196337,-0.06478871,-0.06626709,true
7,0.11965291,0.122805946,0.117556594,0.11287266,0.108086705,0.103862785,0.09870852,0.094555475,0.09073646,0.08923703,0.08710096,0.08463054,0.08149335,0.08030595,0.077509075,0.07494103,0.07264826,0.07078515,0.06791952,0.065898634,0.06268084,0.059608303,0.056792915,0.05400683,0.05067345,0.04909127,0.045532797,0.0424054,0.039983645,0.036206923,0.032398507,0.029778754,0.026431061,0.023029035,0.01929502,0.015665304,0.012465651,0.009638195,0.0056243893,0.003007932,-0.00018366473,-0.002466781,-0.004468466,-0.005761397,-0.0073429137,-0.008905707,-0.011370866,-0.012988342,-0.0141488705,-0.016714418,-0.018244458,-0.0195463,-0.021632068,-0.023915248,-0.025858425,-0.026786089,-0.029067576,-0.030097984,-0.03284413,-0.033991165,-0.036674194,-0.038106192,-0.03954129,-0.041973315,-0.04295057,-0.044468675,-0.046711665,-0.049094323,-0.051456906,true
8,0.13034351,0.13243817,0.12809455,0.123576485,0.11793948,0.11323162,0.108382404,0.1026652,0.09820147,0.09478056,0.092780955,0.090498805,0.08839261,0.08494574,0.082532756,0.08036449,0.077778414,0.0755789,0.072657004,0.070465595,0.06728148,0.06484217,0.062126465,0.059134625,0.05701424,0.053743985,0.050413802,0.047740467,0.043938555,0.041458584,0.038673937,0.0355077,0.03200752,0.02931993,0.026657194,0.023219585,0.019554472,0.016049683,0.013401886,0.009796854,0.0064169136,0.0049254997,0.0030912538,0.0014916593,0.0004565656,-0.0010231928,-0.003345502,-0.0049250233,-0.0065871947,-0.009016087,-0.0100178905,-0.012032508,-0.014007428,-0.015251655,-0.017415348,-0.018582055,-0.021140924,-0.022624582,-0.02434067,-0.0257448,-0.027966404,-0.029730147,-0.031157985,-0.033446062,-0.03494733,-0.036670644,-0.03831228,-0.040955868,-0.0419806,true
9,0.11778676,0.1196576,0.11621648,0.11172471,0.107078776,0.1031567,0.097671635,0.0935247,0.088903725,0.08573141,0.084533975,0.081134655,0.07929774,0.07655814,0.07374373,0.07096919,0.06849701,0.06542205,0.06299232,0.05982098,0.056612395,0.05352638,0.051021077,0.047721833,0.045068137,0.041837536,0.03863232,0.035081565,0.03205158,0.028757025,0.025419105,0.022933293,0.018489612,0.015257224,0.011589521,0.008794554,0.0053868513,0.0023531285,-0.0011330592,-0.004453794,-0.008082224,-0.010129566,-0.0115338,-0.013156642,-0.014404123,-0.016332492,-0.01799741,-0.02002087,-0.021691822,-0.02391719,-0.025439562,-0.026923198,-0.028892558,-0.029890496,-0.032582093,-0.034232512,-0.03601514,-0.037502404,-0.03969533,-0.040629048,-0.04313347,-0.044849914,-0.046105873,-0.048121843,-0.04991679,-0.051604968,-0.053572174,-0.055378657,-0.056742728,true
