,rho_max,cycle_length_in_days,origin
0,7.099747441640047,0.8917096305063236,true
1,3.82868936372775,6.465190505663244,true
2,0.07954276285145821,27.559782657486114,true
3,0.0007462900279583833,0.1431777992925687,true
4,0.0006717712195523374,3.8910626290052304,true
5,0.028097659734629424,3.2686943755262723,true
6,14.494453144619602,0.07328331988469017,true
7,38.25536805952585,1.2742646915400115,true
8,0.3862735660754628,0.5476267084198617,true
9,91.11731746753888,6.497512457838925,true
10,0.05100928440254088,2.2198572102768224,true
11,0.38191089594932176,0.0616146432181707,true
12,0.3026092696813505,49.901002333615175,true
13,0.012661406763083695,3.2946702474627934,true
14,9.048204339010498,5.778539034776191,true
15,7.501798641049407,1.6041140505147433,true
16,79.95752272554782,2.290901370300994,true
17,0.24473556618540207,0.7951745484828845,true
18,9.071903142999382,1.5007040066425916,true
19,14.894501266089847,7.698132488242983,true
20,0.5319125907710582,7.512566529421691,true
21,2.688182424812883,0.00463220166587074,true
22,0.03254243003327525,0.08333332038760906,true
23,0.06756884335977661,2.7980961762544263,true
24,3.1505396710403915,0.21640919504230516,true
25,1.9102819482461075,0.0980928761064184,true
26,0.1847702896766616,0.9177720230726263,true
27,119.72013560553904,0.1425880901226016,true
28,33.17449236315069,3.0581034671403846,true
29,2.0305067245438777,0.6944602407514393,true
30,10.385870303934785,28.51265853577186,true
31,0.11037042115698995,9.732956266751412,true
32,12.870651883666449,0.15075480887142184,true
33,2.981739656045693,3.4994067623371286,true
34,0.3148390103942374,12.155469903287456,true
35,0.05260071063183262,37.270522022057754,true
36,7.660827349075678,2.0710847562969583,true
37,0.4197007694848176,272.58191952576124,true
38,1.3214490101684162,15.385411369283412,true
39,1.5029349636456923,0.15642842474442759,true
40,9.840091491532537,413.7248588988428,true
41,0.23219689560702456,2.288405652946711,true
42,9.778080926469661,0.5495967761804544,true
43,62.931963015895406,1.5343512739404062,true
44,0.7434085429527704,0.008797437762069529,true
45,0.019277247696936842,0.20531206322477577,true
46,520.5982051511604,4.415839426874458,true
47,1.1902087732054054,6.380523320805682,true
48,0.3757552590664658,0.5771298049082367,true
49,0.016614439218012925,0.6503600607483526,true
50,0.2005196166185025,0.15257323526770236,true
51,7.11847088406123,0.15912917149610267,true
52,4.704862364630462,1.08397621195143,true
53,0.014734529487630854,1.3115357753468846,true
54,41.62230378628034,15.393112069796322,true
55,2.656509112893569,20.051837821026815,true
56,9.560985620891662,3.4301388383911657,true
57,10.262805832362377,1.8654136026736214,true
58,13.447294917712247,0.14064377751794438,true
59,1.7548934761699493,0.06611256529936323,true
60,0.022145508355394302,4.397726061511103,true
61,0.10714020339141384,31.631779168561184,true
62,0.9595039689561712,9.722142320487999,true
63,5.384016727133762,0.0005009339475421585,true
64,221.88770186866387,54.483478189842586,true
65,1.2024721263955176,0.15794642934080438,true
66,38.09413454784431,2.966420198398202,true
67,0.037411393760584374,0.096752851104111,true
68,33.06350266806588,57.57903694286221,true
69,125.95452258290591,0.6658827364822599,true
70,3.344718129821801,4.557268729523938,true
71,2.7301409049245438,3.005351405329414,true
72,0.037717765298063616,2.691007028741515,true
73,0.017132704407318764,0.032006367478893905,true
74,10.639781672707466,10.977401982960338,true
75,1.4428665465068604,0.050414148670912186,true
76,0.9782939970999894,236.48487914544688,true
77,0.7782985747770267,0.0046850361669184565,true
78,0.05089826137703185,0.08021608642454041,true
79,0.008463227411161789,0.33192304025626207,true
80,0.4610941054762976,0.45547116232788937,true
81,0.021818289294261384,2.6398678819532533,true
82,0.0654425228088057,54.00050170022995,true
83,4.74204690702251,11.179465119732175,true
84,2.2848518673113576,18.334348852642712,true
85,1.5857020339267616,0.027906648279259764,true
86,0.5778293781771913,18.350994136129586,true
87,0.3933957093884218,0.08650572672318663,true
88,0.015611914815573993,2.593962037362538,true
89,0.9337929439000091,0.15490734126017577,true
90,0.11437061136779711,5.9756439292025405,true
91,1.2642320669119311,0.22408955154986962,true
92,0.4858971578178045,0.14387586650834722,true
93,0.6027902770168084,61.4646086977554,true
94,0.0017896349947649067,0.8376764848731135,true
95,0.07745552305254112,18.538415218029886,true
96,0.07996579736234113,0.062184066359926675,true
97,0.5000456537925579,43.34876399193959,true
98,1.8617551098213987,980.6622351484988,true
99,0.23345284433180158,0.21072082665722738,true
100,586.0147848083216,71.55333397994946,true
101,1.9009310617855792,368.527505718364,true
102,31.084546220822983,0.18022049620133973,true
103,85.12089614193427,2.3901001063173815,true
104,53.610909235128716,1.1202586600610163,true
105,2.7598434080225642,1.0438218252309217,true
106,119.64983173845462,4.63447819375677,true
107,4.140218763020477,5.6575187484153595,true
108,67.26225532362587,3.2099139457592694,true
109,9.448137557041614,6.789020757491074,true
110,0.031134338380386414,16.01014167271108,true
111,2.8683967210615187,116.43439354608495,true
112,1.6273698478565408,0.5483374960631174,true
113,0.8981498630105189,2.9891710725720078,true
114,0.16044231796838226,40.94185139435882,true
115,0.26811909155341246,5.674460905065869,true
116,1.030178129295703,215.7101840297979,true
117,3.008369922872165,0.4508091398581884,true
118,1.3273568033583643,257.7645404640134,true
119,3.7157188750668952,0.07981179258515206,true
120,7.924894549904346,140.38416551705933,true
121,0.5510421636257116,0.5267073263373448,true
122,2.1518465390744668,0.25789214090047263,true
123,6.346702048913862,40.619614721482755,true
124,3.362457521036915,0.00717977067344386,true
125,0.12572342287012836,4.054183678627464,true
126,0.698821946505043,6.41664596241617,true
127,0.6845438636200682,1.419558755805226,true
128,1.177739404904877,12.467795519842658,true
129,6.685304056274477,78.37327936638145,true
130,16.94890760493101,0.14749953067533234,true
131,40.28185420014628,21.659535201279674,true
132,10.219111156381816,2.18795877077141,true
133,0.028094035087097107,0.3610558296545659,true
134,4.36200627950371,224.3454879111886,true
135,4.71535016123298,30.724043790669104,true
136,2.15319750558489,2.1734064299911515,true
137,1.3966896761883496,20.356129126684987,true
138,1353.4049635104723,18.259130517647876,true
139,0.3209225009058247,0.5648999972700672,true
140,0.13644402180234583,0.007614031778010919,true
141,4.507011256936546,80.13897077555835,true
142,12.061755679140694,3.1994724532331382,true
143,7.823715813341554,60.85201108701101,true
144,0.002505727777811223,0.040019424742574146,true
145,0.7737498811072676,7.973016319156857,true
146,101.4372466660758,0.09205753736311469,true
147,0.04767814334168321,1.8338501206939204,true
148,0.8046850484110868,71.86296892714891,true
149,0.0008868827367517156,0.12469878150762502,true
150,0.052877105580030385,0.007402823616992828,true
151,2.7853778741236637,0.9229027825886127,true
152,0.5742764614032323,1.998046243653766,true
153,0.6065011852957004,0.2677277369500399,true
154,0.8863951235354491,2.422805386624782,true
155,13.855351134952334,1.0918119992856454,true
156,14.853261689488521,0.04929170253818995,true
157,2.14551867723398,18.44126467042428,true
158,2.730406578413947,0.01663454945693631,true
159,10.392317992005173,0.04306518384733748,true
160,11.22543871932324,0.011666729513278809,true
161,0.2765310548595096,42.71318412382508,true
162,0.023851413626260334,0.008812862551489643,true
163,3.60069710892815,19.17667797964879,true
164,0.0015815948755679666,0.04483229211263346,true
165,0.23959173831003716,0.030427664469908283,true
166,23.323689732909806,0.05546118057994413,true
167,118.85336765621294,151.11819552378253,true
168,0.6749206327143511,0.36301801589966187,true
169,0.0009004788058383479,6.182940041397607,true
170,7.5121025665513175,1.3732890287948136,true
171,0.05505115131718029,38.163513398016946,true
172,1621.7229888530248,0.5115728468217147,true
173,0.1451923098615246,0.0706739130911178,true
174,9.148473888169246,0.5233394791145901,true
175,9.52388069187196,0.5936138412257361,true
176,10.104319374421616,0.18262132916652957,true
177,11.897162321913417,1.32767427737836,true
178,8.09227149827387,5.90061729751876,true
179,10.189426550321595,0.327226188271841,true
180,377.5911765218514,2.5670820062319732,true
181,109.7987608410302,6.514003966007969,true
182,0.15656814283573983,3.039887179318143,true
183,22.963960494952456,2.6585080108627954,true
184,1.8165280875463192,0.7335640324171991,true
185,7.6512749552197015,15.262915498718908,true
186,2.4196983432774175,2.6337279338070365,true
187,2.7119015010538665,0.40563751567144424,true
188,3.967028526456217,0.7429725226922917,true
189,0.45536840578202065,32.540036196203665,true
