line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.095134035,0.096019685,0.09461267,0.093432695,0.09085577,0.08849407,0.085741,0.082749344,0.07889727,0.077528186,0.07547927,0.07439965,0.07197138,0.070082486,0.067979254,0.06585829,0.06325955,0.060664665,0.058811627,0.05621416,0.053819165,0.051124483,0.04856514,0.04568305,0.042737108,0.039971095,0.03673488,0.033127155,0.030539408,0.027603101,0.024114147,0.021413866,0.018013485,0.015070665,0.01155744,0.008196269,0.0043505505,0.0021871077,-0.0017020246,-0.0052578747,-0.007991892,-0.01036363,-0.011429567,-0.013784474,-0.014443519,-0.016581446,-0.018070804,-0.01994804,-0.021631498,-0.023411473,-0.02499542,-0.026735615,-0.028436577,-0.030578522,-0.031612396,-0.033124752,-0.036139645,-0.036712438,-0.039721727,-0.04098705,-0.042665012,-0.04455999,-0.04585228,-0.047514923,-0.050008472,-0.051243752,-0.05324405,-0.05561431,-0.05700741,true
1,0.11259866,0.11411532,0.11102416,0.106986925,0.1020724,0.095542915,0.09093134,0.08626261,0.08107053,0.07907429,0.075725555,0.07271698,0.07090898,0.06844856,0.065562084,0.06344299,0.060171723,0.05805231,0.055304546,0.05161736,0.04908937,0.047179207,0.043759257,0.040663414,0.037752572,0.03372524,0.03137909,0.027548911,0.025708713,0.021626087,0.018692847,0.015371956,0.012118345,0.008700724,0.005364166,0.002181693,2.3134984e-05,-0.0047707064,-0.007198328,-0.01083548,-0.014529974,-0.016778775,-0.017494336,-0.019238478,-0.02154853,-0.02296254,-0.024441782,-0.02637069,-0.028025318,-0.030180277,-0.031484433,-0.033885267,-0.035529062,-0.037510462,-0.038732126,-0.040588934,-0.042983852,-0.04346481,-0.045797136,-0.04822772,-0.049565744,-0.051039346,-0.052940894,-0.05487547,-0.056972567,-0.058218364,-0.060593907,-0.062145427,-0.06456415,true
2,0.12324235,0.13143755,0.12030282,0.1112167,0.1034782,0.095762126,0.08885949,0.08252114,0.0765228,0.07462513,0.0714536,0.068705514,0.065282635,0.06386911,0.05989847,0.056751035,0.055357307,0.05215958,0.049674116,0.04741162,0.0433422,0.040893983,0.039251182,0.03591075,0.032880854,0.031133134,0.028316395,0.024775842,0.022020943,0.01944682,0.016935606,0.013153767,0.009817217,0.007461453,0.0043592746,0.0009044921,-0.001632384,-0.0047151903,-0.007939711,-0.010334525,-0.014279026,-0.015372696,-0.017749846,-0.019165946,-0.02076629,-0.022175442,-0.024306342,-0.025722142,-0.027086414,-0.029229106,-0.030438948,-0.032912817,-0.033704072,-0.035627186,-0.037855797,-0.039311927,-0.040552046,-0.0422379,-0.04387695,-0.045985915,-0.04735801,-0.049438793,-0.050666507,-0.052613124,-0.054731928,-0.0556869,-0.057627667,-0.059786182,-0.061808843,true
3,0.08541605,0.089911185,0.085595615,0.08338918,0.07946339,0.076540545,0.07269734,0.0705531,0.06802034,0.06563106,0.06397306,0.0627989,0.060382374,0.05941526,0.057720132,0.055283614,0.05327045,0.05120757,0.048465077,0.047084123,0.04477652,0.041967005,0.040591337,0.03716152,0.03460127,0.031743877,0.029324308,0.0265952,0.024037734,0.021310253,0.018544454,0.015509703,0.012161566,0.008700611,0.0054987287,0.0030923993,0.00031199446,-0.003210443,-0.006361128,-0.01002975,-0.012245364,-0.014416835,-0.015886577,-0.017440246,-0.019349622,-0.020296665,-0.022199268,-0.024093878,-0.025656931,-0.02725502,-0.02928283,-0.031299382,-0.03260833,-0.034021743,-0.03617364,-0.03729129,-0.03872924,-0.040685322,-0.0416382,-0.044095468,-0.04583774,-0.04742289,-0.04929105,-0.05105539,-0.05314469,-0.05500239,-0.056128476,-0.058817144,-0.059895083,true
4,0.11817841,0.121609524,0.11529213,0.109881945,0.103374235,0.09736425,0.091505796,0.08609432,0.08194729,0.078245394,0.07568294,0.07249876,0.0705946,0.06831102,0.0651756,0.0628175,0.06005539,0.057578355,0.054610968,0.05128555,0.049698647,0.046657726,0.044130743,0.039948985,0.037125606,0.03481071,0.030918594,0.028012695,0.025124894,0.021424452,0.01892411,0.014234634,0.011610122,0.008452174,0.0046226503,0.0011294074,-0.0019221939,-0.004942934,-0.009341184,-0.012371009,-0.016272876,-0.01778505,-0.019966692,-0.021306098,-0.023534002,-0.025017945,-0.027250094,-0.028959036,-0.030769743,-0.03207517,-0.033772312,-0.03525891,-0.036714464,-0.03984011,-0.041253265,-0.043049444,-0.04473432,-0.04677802,-0.048498973,-0.050015602,-0.051776115,-0.05360281,-0.055348177,-0.057593923,-0.060020782,-0.061363447,-0.062343355,-0.064698756,-0.06680642,true
5,0.10140349,0.10511526,0.10109897,0.09723385,0.0925045,0.08785687,0.0839809,0.07880887,0.07533095,0.07196791,0.07038356,0.067919895,0.0663249,0.064109206,0.060772084,0.05860443,0.055769138,0.053106908,0.050693475,0.048032217,0.04526813,0.042693652,0.039140433,0.036293782,0.033972178,0.030638479,0.027320564,0.02492952,0.020996887,0.018334514,0.015282388,0.012539836,0.008752219,0.00590057,0.0023049023,-0.00093050767,-0.004834111,-0.007804009,-0.011019693,-0.015051452,-0.018448357,-0.01997969,-0.022157907,-0.023355804,-0.025748106,-0.027521897,-0.028685575,-0.029511705,-0.031753033,-0.033261877,-0.035075575,-0.037077796,-0.039015733,-0.040669285,-0.04232768,-0.044650942,-0.04693182,-0.048079055,-0.04979575,-0.051115584,-0.052928343,-0.055120245,-0.05743134,-0.059531257,-0.060384095,-0.062469732,-0.0643845,-0.06547849,-0.06849578,true
6,0.10184981,0.105812855,0.10107195,0.096257746,0.09203436,0.08813844,0.08233695,0.07810408,0.07533135,0.072078235,0.07032496,0.067323536,0.06619036,0.06389269,0.061419647,0.0592118,0.056212597,0.054319512,0.051228885,0.04878614,0.046061583,0.044136297,0.04124339,0.037284765,0.03593291,0.03320347,0.02927541,0.026557634,0.023527332,0.020265685,0.01739394,0.013842514,0.010240382,0.0074732522,0.0047031897,0.00080204476,-0.001387639,-0.00545914,-0.009864027,-0.012706792,-0.016232856,-0.018641517,-0.02022197,-0.021726577,-0.02323609,-0.024609841,-0.02701144,-0.028577883,-0.030924492,-0.031636477,-0.034388237,-0.03607726,-0.03717973,-0.039590813,-0.040033747,-0.0433194,-0.043689813,-0.046160854,-0.04912738,-0.05019354,-0.05206888,-0.05339477,-0.05627452,-0.05838441,-0.059306994,-0.061231084,-0.06285122,-0.06441096,-0.06620273,true
7,0.12061405,0.12724705,0.118446834,0.11013248,0.10344776,0.0968598,0.09252964,0.086639784,0.081744,0.08012432,0.077327505,0.07495377,0.0731393,0.07002063,0.068076275,0.06520876,0.06317252,0.060332417,0.058427706,0.055490628,0.052040964,0.050207708,0.046658427,0.044339333,0.04242721,0.038877483,0.036305882,0.033360686,0.029996967,0.026849138,0.023880718,0.021121383,0.017595971,0.015297844,0.011469882,0.0072450293,0.004365091,0.001337071,-0.0013602544,-0.0052643307,-0.008529485,-0.009977466,-0.01136566,-0.013298608,-0.015784262,-0.017248908,-0.019168846,-0.021650117,-0.021780914,-0.02458479,-0.025878992,-0.028470386,-0.029761678,-0.031051679,-0.033297844,-0.03433547,-0.03671377,-0.038451258,-0.04041311,-0.04157453,-0.044434197,-0.046096183,-0.047453646,-0.04903845,-0.051023792,-0.053210545,-0.05538047,-0.05659365,-0.059130423,true
8,0.11695896,0.12025586,0.11437512,0.10910669,0.102112606,0.09599624,0.09011053,0.085176,0.08034496,0.0775053,0.07530974,0.072623625,0.06950171,0.06739379,0.06379689,0.061645847,0.058886535,0.05669961,0.052892193,0.050570786,0.047024522,0.043812606,0.042164695,0.03912098,0.03579187,0.03224921,0.029176202,0.026589394,0.023556218,0.019529354,0.017748885,0.01404399,0.010442367,0.007676101,0.004011946,0.0011039767,-0.002266894,-0.0055183517,-0.008210342,-0.012229979,-0.014932309,-0.017164003,-0.018916426,-0.020302095,-0.021488724,-0.023363942,-0.025105411,-0.026663844,-0.028433554,-0.030128067,-0.031253863,-0.032288697,-0.03546554,-0.03757084,-0.039323237,-0.039990723,-0.041331645,-0.043913834,-0.045784727,-0.047181223,-0.048925128,-0.05128874,-0.053169217,-0.05436899,-0.056787167,-0.058662206,-0.05941691,-0.061051346,-0.06351042,true
9,0.08889891,0.090361424,0.089247875,0.08766567,0.08591891,0.082363725,0.07888479,0.076167114,0.07333572,0.07129075,0.07023735,0.06834781,0.06649692,0.06441556,0.06235044,0.061018888,0.059208058,0.05658126,0.054324362,0.051983833,0.05009268,0.047337223,0.04407788,0.04182113,0.039308038,0.036988866,0.034157578,0.031283423,0.027899131,0.024615027,0.022358235,0.018665351,0.0157375,0.013120767,0.009213964,0.005987933,0.0031048716,-0.00047246367,-0.0033824914,-0.007239161,-0.010430581,-0.011934618,-0.014210897,-0.015110783,-0.017850878,-0.018555388,-0.020270579,-0.022395924,-0.024891816,-0.025623515,-0.027820986,-0.028663058,-0.030444609,-0.03191468,-0.03441307,-0.03604351,-0.037874326,-0.039492127,-0.040936213,-0.043664202,-0.044470295,-0.04671428,-0.0481359,-0.04973708,-0.051834106,-0.05382023,-0.055175953,-0.05741294,-0.059181366,true
