line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.10795976,0.11012378,0.10771898,0.10303628,0.09931035,0.09388497,0.09048569,0.08538654,0.081454754,0.07961452,0.076725595,0.07437407,0.071721286,0.06973066,0.06801843,0.06547859,0.06267099,0.05993043,0.057359897,0.05440863,0.052026972,0.04870193,0.04681215,0.043473605,0.04008074,0.037695352,0.034429017,0.03197072,0.029004043,0.02539176,0.022497755,0.01999844,0.015879717,0.01315164,0.010403887,0.0069966093,0.0036492366,-7.034838e-05,-0.0027929451,-0.006156301,-0.009318691,-0.011481246,-0.012747689,-0.014153236,-0.015899407,-0.018168919,-0.019897453,-0.020654116,-0.02270579,-0.025035024,-0.026447453,-0.027377237,-0.02932702,-0.031268142,-0.032998994,-0.03495652,-0.036616817,-0.038259067,-0.040112723,-0.042097345,-0.043150235,-0.045053456,-0.047143534,-0.048128195,-0.050172023,-0.051812045,-0.053576734,-0.05527178,-0.05692939,true
1,0.12700182,0.1270238,0.12216816,0.117363796,0.11138478,0.105492115,0.10011127,0.094801515,0.089709416,0.086512476,0.085055456,0.082848996,0.080516964,0.07684477,0.074972846,0.07240033,0.06934691,0.067322,0.06343942,0.060766827,0.057922482,0.055425618,0.051775455,0.048712842,0.046380658,0.042918157,0.03955415,0.03642642,0.032946765,0.030049149,0.02676576,0.02273086,0.020614311,0.016726283,0.013464912,0.009055639,0.0058067404,0.0029348768,-0.001243867,-0.004947041,-0.007267595,-0.00961427,-0.010870277,-0.01328289,-0.014227798,-0.015647553,-0.01870668,-0.020768534,-0.022558639,-0.024432516,-0.02521607,-0.02708494,-0.02935649,-0.030883124,-0.032823518,-0.034829307,-0.03659902,-0.03703504,-0.039120745,-0.041424286,-0.043775138,-0.045986436,-0.046395604,-0.04866543,-0.051150657,-0.05270826,-0.054866765,-0.05672523,-0.058107942,true
2,0.09124489,0.092368565,0.09068004,0.0883558,0.0857005,0.08304902,0.07887947,0.07648013,0.07261033,0.0705296,0.0686976,0.06701445,0.064915806,0.061962668,0.060758483,0.0581223,0.056132726,0.053443987,0.050689273,0.04834338,0.04480841,0.042269167,0.039487313,0.036832236,0.034120157,0.030203007,0.027552277,0.024560135,0.021291146,0.018176014,0.014450508,0.011628654,0.008128038,0.004807703,0.0014797514,-0.0020004157,-0.0056916866,-0.008498248,-0.012722194,-0.015434077,-0.018781496,-0.02070111,-0.022906058,-0.024040326,-0.026773663,-0.027320812,-0.03001653,-0.030984346,-0.032767046,-0.03470008,-0.037533212,-0.037850782,-0.04005094,-0.042169265,-0.04334702,-0.04611457,-0.04777559,-0.04853083,-0.05126388,-0.052720275,-0.05440316,-0.05636559,-0.057836894,-0.05978637,-0.061556995,-0.06350926,-0.06536564,-0.0676743,-0.06822903,true
3,0.09807069,0.10052953,0.09926647,0.09694594,0.09258379,0.088925,0.08511412,0.0812584,0.07727817,0.074846916,0.0730194,0.07154476,0.06940958,0.066140406,0.06339917,0.062109433,0.05969898,0.05654511,0.053973474,0.051226538,0.049317725,0.046179023,0.043065652,0.039647568,0.037358273,0.0350729,0.032570943,0.029233381,0.026550824,0.022810526,0.020399015,0.01673475,0.013473183,0.01084584,0.007663913,0.0045149736,0.0018888339,-0.002250827,-0.0043511186,-0.007858312,-0.011635551,-0.013410365,-0.014321734,-0.015020284,-0.01680429,-0.019076511,-0.021381028,-0.022908475,-0.025223434,-0.026296837,-0.027460862,-0.029065706,-0.030875087,-0.033075176,-0.035529383,-0.03631652,-0.038132794,-0.040340383,-0.041674465,-0.043137312,-0.045109555,-0.046829328,-0.048244353,-0.049789283,-0.05150108,-0.05288573,-0.055107344,-0.056439567,-0.058486957,true
4,0.12223249,0.12352381,0.11743932,0.10986673,0.103498526,0.096144415,0.090223975,0.083734095,0.077423066,0.074912906,0.07256864,0.069214426,0.06612634,0.06384554,0.06090711,0.05906593,0.054365035,0.05289034,0.049475353,0.04837425,0.044390768,0.04195793,0.038941164,0.036173616,0.032684162,0.029811446,0.027076516,0.024320392,0.020919492,0.018628363,0.0143702,0.0117362905,0.008947567,0.006014784,0.0024035536,-0.0010968121,-0.0042557446,-0.006920222,-0.010859063,-0.014309892,-0.017765254,-0.019466488,-0.021156989,-0.02161831,-0.024822077,-0.0256375,-0.028201211,-0.0294947,-0.031526033,-0.03275023,-0.03470579,-0.03609319,-0.038332198,-0.03949046,-0.041615117,-0.043669093,-0.04549268,-0.046680234,-0.048985243,-0.050425794,-0.05191047,-0.054308876,-0.05647304,-0.057993013,-0.05867015,-0.061235,-0.062982604,-0.06464948,-0.06687626,true
5,0.11447528,0.121263705,0.11338095,0.10583003,0.09951582,0.092566095,0.086955465,0.08119927,0.07590878,0.07242324,0.07013385,0.06737084,0.06509795,0.062145226,0.05914736,0.05581141,0.05370514,0.050692588,0.048196398,0.044430617,0.041588902,0.038604204,0.036212947,0.033198114,0.03030494,0.027473133,0.02338428,0.019472383,0.016764384,0.014084226,0.010878492,0.008154258,0.0047913506,0.001089186,-0.0021486096,-0.004722084,-0.008993304,-0.012035169,-0.014710808,-0.01860802,-0.022299435,-0.023911964,-0.025521055,-0.027689029,-0.029074905,-0.030478353,-0.031817142,-0.033874374,-0.035590522,-0.03768657,-0.039386764,-0.041596644,-0.042799078,-0.044888854,-0.04628619,-0.04812207,-0.04978582,-0.05134968,-0.053601284,-0.05564645,-0.057185356,-0.059314027,-0.059927177,-0.06298137,-0.064185314,-0.06634136,-0.06782685,-0.06984294,-0.07172841,true
6,0.099309996,0.10356675,0.09983459,0.09517827,0.09078851,0.086718656,0.08377165,0.08032774,0.07698445,0.07601868,0.07392093,0.07249775,0.0701293,0.06879016,0.066681966,0.06461775,0.06305925,0.060973506,0.05945793,0.056902405,0.05434124,0.05175076,0.050119583,0.047429238,0.045318954,0.043127432,0.039407942,0.037422765,0.03431964,0.03136381,0.028745105,0.025391208,0.023783237,0.020204213,0.017545588,0.013715646,0.0105238035,0.0074123545,0.005107208,0.002210184,-0.002239659,-0.003743372,-0.0046386532,-0.0067412527,-0.008309327,-0.010111131,-0.011366437,-0.013629657,-0.01559357,-0.015604295,-0.01866199,-0.019915491,-0.0214293,-0.022996278,-0.02497536,-0.02644575,-0.027930757,-0.029183192,-0.031049304,-0.033854667,-0.03492482,-0.036554076,-0.038927354,-0.040443543,-0.04236912,-0.044137,-0.045442298,-0.047403347,-0.048838623,true
7,0.117893994,0.12152877,0.1156951,0.10953032,0.105823375,0.10143607,0.09628632,0.09205368,0.08855103,0.08672038,0.08494018,0.083015814,0.08167945,0.079439335,0.07706384,0.07448387,0.0724139,0.069783896,0.06757585,0.06461501,0.06278113,0.0605789,0.057633154,0.054709688,0.05230417,0.049179733,0.045908846,0.04388851,0.04103356,0.03816796,0.034923628,0.03184868,0.028570365,0.024862517,0.021264367,0.018758725,0.015455422,0.011942081,0.009223494,0.0048528994,0.0019469918,2.4875626e-06,-0.0013144603,-0.0033178926,-0.004955989,-0.006229315,-0.008267256,-0.010408898,-0.011493424,-0.013477438,-0.01485023,-0.016215842,-0.019081214,-0.020388866,-0.021796405,-0.024645835,-0.026289407,-0.026594123,-0.028582163,-0.031133216,-0.032828104,-0.03447981,-0.035929468,-0.038666733,-0.039779007,-0.04240667,-0.043760777,-0.04597857,-0.047030907,true
8,0.11835912,0.12126324,0.11539382,0.11150488,0.10513381,0.10110651,0.09709082,0.09240262,0.08895281,0.087129846,0.084583975,0.08223922,0.07951301,0.077729695,0.07612726,0.07339979,0.071477436,0.06842433,0.06611535,0.06433201,0.060890645,0.057262797,0.055540934,0.053068276,0.05134094,0.04811616,0.044634067,0.04195076,0.038392346,0.035927113,0.03343331,0.029524177,0.027164388,0.023659272,0.020518383,0.017468777,0.013609581,0.010716919,0.007338086,0.0044090208,0.0007491107,-0.0006407015,-0.0020898348,-0.003910767,-0.005873035,-0.007879164,-0.009189961,-0.010455049,-0.012188755,-0.013589475,-0.016110078,-0.017004907,-0.019619066,-0.020717813,-0.022076607,-0.024790568,-0.026354965,-0.026768608,-0.029955428,-0.031601783,-0.033026297,-0.034668572,-0.036738686,-0.038640607,-0.040591367,-0.04205402,-0.04415898,-0.046283726,-0.04683134,true
9,0.113345854,0.119002484,0.11058378,0.1027694,0.095209174,0.08848877,0.08294035,0.0786158,0.073915094,0.071479715,0.06850822,0.067277566,0.06486891,0.06285189,0.060235385,0.05706296,0.055007383,0.05376889,0.050942417,0.04954146,0.04594647,0.043044403,0.04089947,0.039131112,0.03561604,0.033064436,0.029907947,0.026511248,0.024348613,0.020987544,0.017827624,0.014863196,0.012551379,0.00976528,0.0059351493,0.0032376032,-0.00012248196,-0.0040685367,-0.007035425,-0.010150434,-0.014224801,-0.015461644,-0.016946994,-0.019517012,-0.020937778,-0.021460893,-0.023957785,-0.026413303,-0.027726106,-0.028650708,-0.030575752,-0.03321554,-0.035385076,-0.036080115,-0.038033325,-0.040037107,-0.04202922,-0.043275062,-0.04553353,-0.047512535,-0.0490399,-0.05064225,-0.052345224,-0.055317696,-0.057142176,-0.058631107,-0.060647048,-0.061612155,-0.06423597,true
10,0.07856459,0.08262351,0.079948835,0.07697329,0.076140866,0.0723874,0.06995995,0.0675121,0.06489652,0.06280098,0.061852448,0.060487133,0.058047518,0.056372184,0.055119917,0.053571746,0.050964825,0.04828122,0.04692225,0.044478666,0.041557662,0.03945335,0.037164886,0.03414602,0.031365596,0.029088452,0.025599837,0.023347229,0.020012435,0.0182176,0.014518077,0.011765899,0.008911533,0.0060160635,0.0024922555,9.7692944e-05,-0.003251858,-0.005983902,-0.008955998,-0.013436224,-0.015774729,-0.017824793,-0.019426499,-0.021614991,-0.022389272,-0.024166172,-0.026270099,-0.027254127,-0.028786499,-0.03151162,-0.03295682,-0.03392781,-0.03618377,-0.037787415,-0.039781213,-0.040440504,-0.042165257,-0.04433276,-0.046344478,-0.046803035,-0.050157513,-0.05134442,-0.05237579,-0.054481115,-0.056361876,-0.057416625,-0.05943653,-0.061540682,-0.06398868,true
11,0.111124955,0.11291937,0.10991893,0.10621983,0.10102812,0.096116856,0.09045668,0.086162664,0.081590414,0.07969839,0.076649815,0.074358515,0.0722136,0.06850057,0.06688709,0.06424876,0.06286611,0.059355307,0.055858042,0.052869916,0.050476976,0.047835402,0.044397924,0.041111253,0.038772885,0.035988025,0.033136215,0.028548189,0.026401713,0.02206923,0.019765627,0.017170208,0.013281982,0.009586609,0.0064263297,0.0025542052,0.0007690508,-0.0043228697,-0.0070209634,-0.010658219,-0.013247151,-0.015725639,-0.016725313,-0.01884427,-0.020566007,-0.021762393,-0.024070408,-0.025765177,-0.027251955,-0.0282571,-0.030893315,-0.03230583,-0.034483846,-0.035551295,-0.037610997,-0.0395005,-0.0409714,-0.042558607,-0.044037964,-0.0468385,-0.048346013,-0.049969185,-0.050807785,-0.053247645,-0.054964393,-0.056579426,-0.05849521,-0.059838653,-0.06203926,true
12,0.12086802,0.12346471,0.11779408,0.1109339,0.10337991,0.09725483,0.09116912,0.08526202,0.07929361,0.076425254,0.074076064,0.07054557,0.06845234,0.06534166,0.06255278,0.059955705,0.056679368,0.05412441,0.051812492,0.04854244,0.045776725,0.04312002,0.040283464,0.03793631,0.03455984,0.03140173,0.028622732,0.02535759,0.022362001,0.019950613,0.016259193,0.014410678,0.010752173,0.0070643583,0.004561905,0.0010347636,-0.0017449753,-0.0047078114,-0.009215642,-0.011381473,-0.014300292,-0.015585845,-0.018161949,-0.019675456,-0.021461317,-0.02321886,-0.024047166,-0.026508227,-0.027872574,-0.029672252,-0.03075973,-0.033591498,-0.03476859,-0.035606816,-0.037221506,-0.039450683,-0.041020863,-0.043373164,-0.044379793,-0.047323085,-0.048318844,-0.05027109,-0.05199277,-0.053335387,-0.05584147,-0.057452098,-0.058962278,-0.06051121,-0.06361096,true
13,0.09805346,0.09982546,0.096704476,0.0940801,0.09200239,0.08830719,0.08495649,0.08095404,0.07871084,0.07607664,0.07493914,0.07271823,0.07044725,0.06829948,0.06691378,0.0651196,0.062851004,0.05983929,0.057429336,0.055109728,0.05257438,0.050526842,0.047176495,0.044338506,0.04170575,0.038972702,0.03667909,0.033270173,0.030090135,0.027595151,0.024550017,0.021432197,0.017693404,0.014589887,0.01179379,0.008733217,0.0054837316,0.0016577216,-0.0021553133,-0.0049346443,-0.0073250425,-0.009636791,-0.010908027,-0.01283637,-0.01427873,-0.016319718,-0.017480295,-0.018920794,-0.021178866,-0.023201829,-0.024589676,-0.026253171,-0.028145336,-0.030130165,-0.031308524,-0.033089336,-0.034719232,-0.03625138,-0.03842262,-0.04005973,-0.042014074,-0.04361502,-0.044922717,-0.04739013,-0.047627673,-0.0508456,-0.051847763,-0.054606993,-0.05552047,true
