line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.08989363,0.13839182,0.032529656,0.11077301,0.041989334,0.030435799,0.07343813,0.07600915,0.025089107,0.08598491,0.06377003,0.053658944,0.01281045,0.0491141,0.07773616,0.050375283,0.006542815,0.010666924,0.02465519,0.016533542,0.059154414,-0.024845436,0.06004019,0.047355317,0.042599063,-0.02836062,0.005048607,0.041723836,0.00061328267,-0.035043802,0.092101164,-0.0015858265,-0.01795941,-0.023503894,0.02958887,0.010859963,-0.016536314,0.0041428385,0.026597206,0.02914739,-0.04157443,-0.025362208,-0.005158341,-0.047437295,-0.028048852,-0.018445589,0.026310315,-0.07044427,0.042360228,0.0033527603,0.012269763,-0.029990207,-0.0423821,0.0013490538,-0.0325505,0.031961855,-0.004505212,-0.04045867,-0.000610807,0.0071393577,0.006819733,-0.102107435,-0.0083954455,-0.03616161,-0.03499248,-0.06058372,-0.027863476,-0.033506133,-0.041990124,true
1,0.108883634,0.12802054,0.064005055,0.088845365,0.0068697827,0.030654624,0.094776385,0.09363552,0.019549854,0.09835236,0.10669452,0.061165627,0.070111215,0.022086598,0.077350564,0.04617378,0.012603953,0.042341214,0.03763508,0.024726842,0.07973271,0.020820076,0.035242967,0.056209333,0.103645384,0.020471292,0.019219304,0.00920729,0.047011714,0.029839152,0.104980476,0.009028823,0.016639763,-0.034251034,0.0039532473,0.015420152,0.025990004,-0.027131833,-0.012007532,-0.032472063,0.01776623,-0.0077657355,-0.031095535,-0.07792906,-0.021581244,-0.04837814,-0.026934834,-0.035973318,0.01141607,-0.008746117,-0.006993234,-0.053587895,0.017619627,-0.05309297,-0.035073426,0.03789672,-1.5265774e-05,-0.060429208,-0.014622917,-0.0044935658,-0.0036063879,-0.06730807,-0.0039838096,-0.03349958,-0.044539563,-0.036958326,-0.04256645,-0.023664612,-0.077617146,true
2,0.09821434,0.10435474,0.1218904,0.0864671,0.05386338,0.05334027,0.11522912,0.05887068,0.02370343,0.0730566,0.12013476,0.017624179,0.049807336,-0.015497655,0.088306114,0.05499608,0.046703335,0.03299534,0.022467535,-0.0042324243,0.072828464,-0.05212055,0.06646627,0.050638944,0.03736206,0.03911024,0.028576834,0.008999994,0.031516045,0.047404915,0.011254616,0.023867097,0.06870722,-0.0007824525,0.011526951,0.06516788,-0.024122277,-0.014761387,-0.017855875,-0.01658431,-0.03903012,-0.035697274,-0.028134633,-0.06067989,-0.007565025,-0.0015939001,-0.016242772,-0.026994457,-0.055444,-0.068285614,-0.052306786,0.008087393,-0.038898025,0.005627523,-0.052429114,-0.019055966,-0.023553282,-0.10046575,-0.07312031,-0.023796028,-0.0053063342,-0.0223378,-0.043960854,-0.027203172,-0.08210647,0.017999234,-0.050839286,-0.0029961667,-0.056748144,true
3,0.099411935,0.12953916,0.073853545,0.10393114,0.109913945,0.1426121,0.07153162,0.03817042,0.009037884,0.08382441,0.11966467,0.022582617,0.09837903,0.038271155,0.10857618,0.06505594,0.008495672,0.0861586,-0.0011261655,-0.013844897,0.0021178084,-0.060286902,0.025347034,0.010806471,0.09221538,0.004725953,-0.05823676,0.032918267,0.045028325,0.01044796,0.034956757,0.009372962,0.03638195,-0.014295347,0.018999837,-0.015704473,0.042710237,-0.019629836,-0.0010894786,-0.03113116,0.008677342,-0.012354838,-0.017036386,0.005620297,-0.00327372,-0.01703494,0.00909682,-0.06911335,0.032852247,0.015171301,-0.04422274,-0.052593175,0.0031893896,-0.012382948,-0.026265176,-0.045620278,-0.057991624,-0.06340235,-0.08599091,-0.029842127,0.009389814,-0.029069081,-0.015775556,-0.08836795,-0.06303736,-0.022660723,-0.06699805,-0.039717328,-0.069058105,true
4,0.09001113,0.12362116,0.041015424,0.05910496,0.09377834,0.11087248,0.07946124,0.031435933,0.026671054,0.0429415,0.08719669,0.030765926,0.040027473,-0.00083678076,0.027988719,0.04429421,0.04684998,0.078822605,0.042912558,-0.0030388823,0.02647906,0.033339597,0.072777346,0.016861016,0.058114868,0.038712114,-0.0026125903,0.03059839,0.01584775,0.04458336,-0.015123267,-0.005915813,0.019717243,0.008110883,-0.03617813,0.022129677,-0.027646562,0.019381028,-0.03161866,-0.024611922,0.022587096,0.020720698,-0.038243257,0.022675479,0.002702561,0.0069219777,-0.014123252,-0.046468962,0.034068663,0.017826745,-0.035830475,-0.010580211,-0.02298575,-0.028813243,-0.025331011,-0.060768746,-0.055488784,-0.0855331,-0.06710474,-0.017932542,-0.05402536,-0.050412666,0.04420621,-0.024117822,-0.05540013,0.027815972,0.011583577,-0.010562973,-0.014877321,true
5,0.06757058,0.15179534,0.13092434,0.08032549,0.09669398,0.07459593,0.081438646,0.017729549,-0.011651607,0.091014005,0.06658566,0.0010558031,0.083040774,0.0044366852,0.068706684,0.076082714,0.035266615,0.06734648,0.027158454,-0.004259902,0.0461852,-0.0040163808,0.068246804,0.065888725,0.16171938,0.04698131,0.029184967,0.032971844,-0.0030638375,0.021382395,0.051978957,-0.004468957,0.019392109,-0.05870048,0.011337625,0.03337435,-0.0107551785,-0.02165978,-0.06864599,-0.014955033,-0.011771914,0.0077341497,-0.002849556,-0.0412603,-0.014488628,-0.047644693,-0.022916215,-0.04729084,-0.041944884,0.014891446,-0.05487311,-0.052106854,0.007069589,-0.07046034,-0.07676828,0.0539455,-0.0061674747,-0.053619467,-0.042681545,-0.02576214,-0.041356713,-0.032825567,-0.025297977,-0.015603416,-0.06527323,0.0020509707,-0.038813528,-0.019895174,-0.11452219,true
6,0.13971345,0.10614719,0.05812079,0.13594227,0.04728698,0.042491425,0.097034864,0.12324325,0.040482353,0.09488036,0.15065177,0.10506377,0.07566144,0.10734475,0.08425244,0.017475981,-0.016362853,0.07372111,0.035221346,0.014769063,0.09932653,-0.016484123,0.070113026,0.04469003,0.11390821,0.054117493,0.012940042,0.0024602138,0.07777647,0.065062545,0.07086663,0.0062710242,0.03051027,-0.0039912113,-0.0044993917,0.027456457,0.014324179,-0.017729186,-0.00020034553,-0.060245253,0.046136588,-0.029989429,-0.011126727,-0.024113614,-0.06263229,-0.020164931,-0.028171767,-0.07223612,0.041116,-0.022455255,-0.022035653,-0.058968887,-0.008681887,-0.054722074,-0.015810315,-0.062206905,-0.02135765,-0.09414524,-0.023247749,-0.02040002,0.025157083,-0.058875084,-0.0027117804,0.019723538,-0.069105096,-0.042669002,-0.03712203,0.029112518,-0.033071756,true
7,0.12046408,0.1183523,0.06834119,0.048156668,0.10313771,0.07350647,0.054854028,0.033014707,0.03249829,0.076630995,0.0850946,0.04194616,0.10352666,0.012239907,0.022289094,0.04941682,0.05071187,0.0503347,0.0011424236,-0.05549509,0.05665583,0.031188533,0.035225596,0.031162506,0.06693851,0.07308135,0.04569076,-0.013098809,0.03830278,0.0544061,0.028539574,-0.0087666325,0.03896104,0.0011404762,-0.014465529,0.044039246,0.017039958,-0.039529625,-0.034310244,-0.049134888,-0.0005187546,-0.02740307,-0.021391269,-0.04154934,-0.061708834,-0.0059878854,-0.071802825,-0.022371886,-0.01763745,-0.01707942,-0.049065914,-0.036150716,0.034781195,-0.017940369,-0.021882722,-0.038578633,-0.06573334,-0.06662647,-0.00443025,-0.016143672,-0.009553408,-0.02715316,-0.06780415,0.035345227,-0.024059707,-0.015163332,-0.057866737,-0.023526657,-0.08331581,true
8,0.08921466,0.14259216,0.08157212,0.08219895,0.014529685,0.053809557,0.06796253,0.07307778,0.04687209,0.09633024,0.12170288,0.077784844,0.07169871,0.018248426,0.10497542,0.01628264,0.009892628,0.08107451,-0.0006533279,-0.016630542,0.03106959,-0.014457453,0.017012082,0.044498,-0.0073831966,-0.05483581,-0.048705436,0.056348175,0.081172995,0.041260414,0.07532988,0.000999087,0.031645168,-0.0115482975,0.023046717,-0.0011337921,0.06135209,-0.028815735,0.06933218,-0.00069914013,-0.014335773,-0.07015142,-0.057416532,-0.09260686,-0.047926094,0.032989606,-0.018939745,-0.057169966,0.0039503225,-0.040145546,-0.0049986844,0.005025737,-0.0009530175,0.017950326,-0.023755413,-0.05719142,-0.016079247,-0.08127352,-0.047815815,-0.07499309,0.023321979,-0.053286675,-0.041264143,-0.08782748,-0.05303268,-0.032894492,-0.09422308,-0.06779948,-0.045161165,true
9,0.11267268,0.11093422,0.031951543,0.096361876,0.06717305,0.089355975,0.060597353,0.031945862,0.02371913,0.12509345,0.11154396,0.063026726,0.10541111,0.07758738,0.039707873,0.045707863,0.022448767,0.039909538,-0.04256351,-0.0426766,0.0590667,0.036092177,0.008855656,0.033936236,0.08458181,0.02337042,-0.01540822,0.040038902,0.05199171,0.0003098116,0.029283626,0.014607378,0.027042126,0.015186153,-0.003013888,0.026197795,0.04094422,-0.06851889,-0.018884454,0.015373044,-0.033079457,-0.011150662,-0.032506727,-0.028448986,-0.07022383,0.0046005556,-0.010349395,-0.037184805,0.022394808,-0.020331707,-0.024218133,-0.049584996,0.020467278,-0.029786624,0.0010477395,-0.050727084,-0.05801928,-0.068608426,0.029342074,-0.0015754253,0.013791526,-0.06233984,-0.047051966,-0.024949124,-0.0376083,-0.018074531,-0.049924064,-0.08696526,-0.10448276,true
