line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.11070873,0.11180747,0.10997705,0.10741515,0.10234826,0.09720113,0.09385064,0.08826431,0.08382309,0.08151962,0.07932476,0.07559686,0.073383555,0.07132289,0.06931416,0.06572634,0.0631259,0.06067189,0.057906087,0.05629231,0.05256086,0.04920156,0.046481527,0.04281896,0.040450513,0.037848905,0.03404767,0.031261943,0.028263085,0.024115521,0.02154628,0.018371614,0.01554331,0.011981094,0.008144687,0.006190522,0.0021220688,-0.0017345836,-0.004781206,-0.007835879,-0.011485608,-0.0136280665,-0.014236463,-0.016923347,-0.017994348,-0.020049639,-0.02131487,-0.023414018,-0.025224417,-0.02608288,-0.028272158,-0.030632615,-0.03218851,-0.034078624,-0.035856742,-0.037733212,-0.03942766,-0.040728204,-0.042865414,-0.044969067,-0.046358116,-0.048459325,-0.049498465,-0.05149812,-0.05304037,-0.05525577,-0.057436388,-0.05940104,-0.06085197,true
1,0.12210683,0.1229639,0.11893778,0.113067366,0.10805978,0.10215852,0.09660913,0.09179239,0.08687944,0.08351164,0.08109632,0.07830616,0.076149724,0.07272223,0.07098316,0.06779795,0.06487847,0.0614544,0.058526922,0.055115685,0.052485853,0.04901253,0.046757385,0.043309025,0.039579444,0.03769323,0.033231158,0.029966334,0.026314858,0.023926444,0.02019783,0.017040176,0.013071878,0.00984054,0.006409665,0.0035121338,-0.0011904025,-0.003475177,-0.00697417,-0.010521831,-0.0143835675,-0.015936546,-0.017546976,-0.01925581,-0.021343604,-0.02291463,-0.024221767,-0.026290068,-0.028247721,-0.030287158,-0.031554587,-0.03377144,-0.035666984,-0.03675366,-0.03896481,-0.04057063,-0.042352557,-0.04370046,-0.045689903,-0.048020113,-0.049552236,-0.051561955,-0.05359539,-0.05555804,-0.057014585,-0.05860354,-0.060795862,-0.0629794,-0.06439117,true
2,0.11053781,0.11441381,0.11031972,0.104714274,0.099509954,0.09541993,0.09020556,0.08490943,0.080315284,0.07797373,0.075887546,0.07376108,0.07060404,0.06887285,0.06657742,0.06369494,0.06188812,0.05894245,0.05680207,0.054133262,0.05144392,0.048570048,0.04535374,0.04300144,0.040897854,0.03717558,0.03533826,0.031507824,0.02968672,0.025814805,0.023004083,0.020092934,0.017086485,0.013768632,0.011100661,0.0075155264,0.0047286656,0.0010648556,-0.0025267927,-0.005245532,-0.008611167,-0.009995536,-0.011955084,-0.013523387,-0.015332971,-0.017012369,-0.018924985,-0.020628823,-0.022356298,-0.023893978,-0.025891902,-0.02696427,-0.028341094,-0.030535106,-0.032268807,-0.033660017,-0.035870273,-0.037652627,-0.03930462,-0.041196123,-0.0427595,-0.043965284,-0.04602153,-0.04780143,-0.04962427,-0.051844824,-0.0536333,-0.055465065,-0.05661559,true
3,0.12131474,0.12889001,0.118416384,0.109497465,0.10354775,0.097378336,0.0918929,0.087216884,0.08301293,0.08015892,0.07804646,0.07619959,0.073988095,0.07156673,0.068903655,0.06727701,0.06500503,0.06252902,0.06025457,0.05733793,0.054562718,0.052817635,0.049677424,0.047861718,0.044804797,0.04247054,0.0399466,0.036301438,0.033822976,0.031207401,0.028607376,0.025119752,0.02293675,0.019484248,0.016991146,0.0135518005,0.010337766,0.0074486705,0.003919236,0.0008021863,-0.002541897,-0.003702362,-0.0050226646,-0.0070101097,-0.009285061,-0.010345678,-0.011740556,-0.013531981,-0.015042295,-0.016794235,-0.018879656,-0.020300444,-0.021896768,-0.023622341,-0.025396876,-0.026821649,-0.02884757,-0.031342704,-0.032354426,-0.03398324,-0.036177088,-0.037475046,-0.039085343,-0.041077763,-0.04305888,-0.044535097,-0.046201736,-0.048607986,-0.04989603,true
4,0.110204324,0.113154665,0.109873,0.10687683,0.101188935,0.095957205,0.0922583,0.087534934,0.08244263,0.08000792,0.07700815,0.07414553,0.072700925,0.069718175,0.06840037,0.06518633,0.06237726,0.059772186,0.05713463,0.054733366,0.052334443,0.049196858,0.046237715,0.043414265,0.0409189,0.037491694,0.03449909,0.03155651,0.028924461,0.025709331,0.02280811,0.019296285,0.016688112,0.013190412,0.009879148,0.0071437797,0.0041722674,-0.00017058384,-0.00230119,-0.0057096463,-0.0090048965,-0.010963923,-0.012104396,-0.0139960665,-0.01563833,-0.017540548,-0.018453868,-0.020559171,-0.022511221,-0.024191638,-0.025766969,-0.027780164,-0.029326895,-0.03191814,-0.03286556,-0.034479875,-0.03618041,-0.037625737,-0.038933363,-0.041070677,-0.042754907,-0.04580952,-0.04711099,-0.0485026,-0.049965486,-0.05202218,-0.054261353,-0.05540736,-0.05724965,true
5,0.10834425,0.11278731,0.1072374,0.10130324,0.095839545,0.09124409,0.08691175,0.08304692,0.0783227,0.076732375,0.07382751,0.07228064,0.070225745,0.06726485,0.06623405,0.064244665,0.06170163,0.059032146,0.056770626,0.05356969,0.05141806,0.048886083,0.04598301,0.043287005,0.041184537,0.037938274,0.035355087,0.031970702,0.028195225,0.025535045,0.022510987,0.018767983,0.01636349,0.012558376,0.009789947,0.006611012,0.0024055978,-0.00028911512,-0.0038774638,-0.007161768,-0.010302296,-0.012389599,-0.014126759,-0.016002629,-0.017598074,-0.018507108,-0.021139948,-0.022809116,-0.024517037,-0.026277283,-0.028468302,-0.02961021,-0.03130878,-0.032621045,-0.034953967,-0.036171135,-0.038920674,-0.04065737,-0.042210482,-0.043420628,-0.04542243,-0.047283158,-0.049799625,-0.051396344,-0.054083712,-0.055080246,-0.057356108,-0.05844434,-0.06075739,true
6,0.09631921,0.10057096,0.095570356,0.09139749,0.087544404,0.08398578,0.080852374,0.07784344,0.07494574,0.072972655,0.0716811,0.070163906,0.06808594,0.06682771,0.06433491,0.06260737,0.06072639,0.058127068,0.056522753,0.054459818,0.051699296,0.049611434,0.047456272,0.044092815,0.0412437,0.038392905,0.036007233,0.0328393,0.030362748,0.027564172,0.02534748,0.021118335,0.018879542,0.015398456,0.012467165,0.009156719,0.005885631,0.0024743113,-0.00085226446,-0.0034098169,-0.0075770356,-0.008605179,-0.010418881,-0.012436919,-0.0137522295,-0.015884228,-0.017092105,-0.019657975,-0.020382639,-0.022345718,-0.023959527,-0.025632728,-0.027314743,-0.029066164,-0.031521488,-0.03263526,-0.034732237,-0.036442056,-0.038297806,-0.040811088,-0.04222378,-0.043254413,-0.04492105,-0.0471896,-0.04859034,-0.050898325,-0.05252431,-0.0546259,-0.055941753,true
7,0.124508284,0.12751949,0.121581495,0.11583464,0.10845722,0.10182944,0.0960864,0.08875679,0.08379824,0.08017627,0.07735283,0.0738125,0.07165037,0.06883637,0.065898806,0.062318057,0.059497163,0.056369387,0.052855372,0.05030766,0.047035217,0.043509115,0.041047357,0.037309065,0.034841426,0.031778127,0.027685449,0.02467729,0.021700148,0.018152319,0.015232293,0.0116557125,0.008259411,0.0043188194,0.0017257016,-0.0014386019,-0.004914337,-0.008216957,-0.012547195,-0.015451109,-0.018177627,-0.020633016,-0.02201361,-0.02428779,-0.025293428,-0.026576228,-0.029533032,-0.0303011,-0.033852972,-0.034096118,-0.0358219,-0.03850921,-0.039203845,-0.041658968,-0.04357194,-0.044838157,-0.046409443,-0.04803485,-0.05020084,-0.052607175,-0.054614678,-0.055975005,-0.058275845,-0.0598197,-0.062128633,-0.06265639,-0.06547927,-0.06669176,-0.06947776,true
8,0.10181988,0.10379047,0.10200178,0.099364,0.09569826,0.09195654,0.087890536,0.08465738,0.08159076,0.07794017,0.07585312,0.07388705,0.0722057,0.07019692,0.06737386,0.06579369,0.06296293,0.060421787,0.058107547,0.05646043,0.05277711,0.049814098,0.047583,0.04565922,0.042551927,0.03913762,0.03616322,0.033059724,0.030122422,0.027367283,0.02403041,0.020152722,0.017407337,0.014600199,0.010737242,0.0075858845,0.004850462,0.0012293253,-0.0023933817,-0.005427844,-0.008187236,-0.0103391735,-0.011972245,-0.014037628,-0.015667185,-0.017083395,-0.018102836,-0.020597542,-0.022090454,-0.024225613,-0.025856204,-0.027367737,-0.029403755,-0.031387854,-0.032314315,-0.0343715,-0.03579027,-0.037735272,-0.03905537,-0.041959696,-0.04366345,-0.04565536,-0.047561485,-0.049111508,-0.050340496,-0.052696995,-0.0542608,-0.05592506,-0.057559885,true
9,0.13715746,0.14124362,0.13207425,0.123095565,0.114664905,0.10723604,0.10054016,0.093669675,0.08694366,0.0840863,0.08101907,0.07790922,0.0747635,0.07150968,0.06883726,0.06526375,0.06202967,0.05896136,0.0560438,0.052528344,0.05009222,0.046142,0.042776115,0.039957453,0.036334045,0.03346371,0.029967483,0.025907513,0.022433586,0.019541916,0.015826698,0.01251999,0.009875186,0.0055532767,0.002365429,-0.00052860193,-0.005082893,-0.007781582,-0.011332193,-0.015361983,-0.018437542,-0.0199878,-0.022219457,-0.023251392,-0.025207747,-0.027581543,-0.02949278,-0.03048226,-0.032941755,-0.034671318,-0.036444895,-0.03855377,-0.039998364,-0.040993128,-0.04317905,-0.04489128,-0.047254544,-0.049328774,-0.050109606,-0.051755454,-0.05478345,-0.055290643,-0.05788932,-0.059232563,-0.061772868,-0.063489676,-0.06523539,-0.06791683,-0.069062136,true
