line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.1266427,0.1312094,0.12452682,0.116216734,0.10919473,0.101249285,0.09554316,0.08920746,0.082593285,0.08006192,0.0773892,0.074762754,0.07130096,0.06814933,0.06543977,0.06284212,0.059795685,0.057393584,0.053834565,0.051899992,0.04764613,0.04482261,0.04222923,0.03897408,0.036352508,0.033288598,0.030138867,0.026468374,0.023593105,0.020546535,0.018162487,0.01404814,0.010705989,0.0077214544,0.004669889,0.0023184502,-0.0013018865,-0.004931421,-0.008623669,-0.011467462,-0.014312077,-0.017181486,-0.017981736,-0.019863041,-0.021461746,-0.023732003,-0.024522632,-0.025971912,-0.028066086,-0.030455384,-0.03230364,-0.03375413,-0.03479812,-0.035696212,-0.03838442,-0.040107735,-0.042412274,-0.04346431,-0.0455147,-0.04730061,-0.049090665,-0.050890736,-0.05284591,-0.0536118,-0.056330953,-0.057926204,-0.0600978,-0.06144848,-0.06294713,true
1,0.119717404,0.12731518,0.11712928,0.107061505,0.099372685,0.09303726,0.08533262,0.078936175,0.07310104,0.07049941,0.06788129,0.06492453,0.062054425,0.059243646,0.05661457,0.053322572,0.050876208,0.048768505,0.044676676,0.042206343,0.038932767,0.036178797,0.033589832,0.030286718,0.02784831,0.02422887,0.021599853,0.018346753,0.015413914,0.012174237,0.009764545,0.0065646265,0.0031235563,0.0006100135,-0.0027973447,-0.006025186,-0.009623438,-0.0130620105,-0.016668985,-0.019693606,-0.02316704,-0.025294203,-0.026086118,-0.02827722,-0.02991948,-0.031465866,-0.03329457,-0.034685165,-0.03709026,-0.038480245,-0.040386286,-0.042205404,-0.04407827,-0.045688946,-0.0475162,-0.04867214,-0.050890725,-0.052762855,-0.05404916,-0.055675346,-0.057453614,-0.060195655,-0.06153652,-0.06306362,-0.06510181,-0.06701251,-0.069172606,-0.07148905,-0.07234848,true
2,0.09684268,0.100147165,0.09631441,0.09181096,0.08754825,0.08369458,0.080275886,0.07718357,0.07292398,0.07072288,0.07000619,0.06822344,0.06540371,0.06487202,0.062158708,0.059558693,0.058656253,0.055726513,0.05310428,0.052124538,0.0501721,0.047602773,0.044793375,0.041901037,0.03913581,0.03764524,0.033749357,0.031878594,0.028245496,0.026042009,0.02331329,0.02015791,0.017317027,0.014506383,0.011005854,0.008239123,0.005311218,0.0015911432,-0.0004606694,-0.0042238496,-0.0068637133,-0.009592281,-0.010863306,-0.012313744,-0.013504152,-0.015319955,-0.017108288,-0.018793851,-0.019890573,-0.022534193,-0.023751363,-0.02560078,-0.027205374,-0.02798519,-0.030139826,-0.032302577,-0.03475392,-0.036175866,-0.037162405,-0.04048629,-0.04179192,-0.04275175,-0.044785872,-0.047049653,-0.048657667,-0.050625514,-0.05101244,-0.053153884,-0.0552654,true
3,0.10245429,0.10581907,0.10264454,0.09823289,0.09586292,0.09216413,0.088894665,0.08576447,0.08301507,0.08039787,0.07885956,0.07682224,0.07413973,0.07335703,0.071121365,0.06781356,0.06668694,0.06357035,0.06113578,0.059036974,0.056290306,0.05341743,0.05063738,0.047603063,0.045047883,0.041352138,0.039305836,0.036732253,0.032640927,0.030565403,0.0277551,0.023976576,0.020243755,0.017350923,0.014577096,0.0116545465,0.00840402,0.005067426,0.0017994689,-0.0016320227,-0.0048328787,-0.0066899406,-0.008615542,-0.009887522,-0.0120691545,-0.013946477,-0.014585986,-0.016933333,-0.018468805,-0.020453982,-0.02167137,-0.023910709,-0.0254655,-0.026909692,-0.028314894,-0.030792117,-0.032778535,-0.03373675,-0.035158195,-0.037871893,-0.03878776,-0.040962115,-0.043340534,-0.04451986,-0.046597283,-0.04800861,-0.04978406,-0.051802587,-0.053040553,true
4,0.10397293,0.10768802,0.10254355,0.09812366,0.09379824,0.08921355,0.08463267,0.08075498,0.07684416,0.074294254,0.07313871,0.07103714,0.06805664,0.06679602,0.06484531,0.06304816,0.0603474,0.05865478,0.055360876,0.05412917,0.051826566,0.048945114,0.045914054,0.044503536,0.04103637,0.038611434,0.036395393,0.03273684,0.030482296,0.027550912,0.024949651,0.020844419,0.018825173,0.016084637,0.012123023,0.009454102,0.006114685,0.0027983636,0.000101954676,-0.0035307137,-0.0063890293,-0.009001753,-0.010362627,-0.01135849,-0.013303642,-0.014466757,-0.016482525,-0.01824636,-0.019544598,-0.02148682,-0.023358177,-0.024233522,-0.02669957,-0.028700784,-0.030722138,-0.032330256,-0.033656232,-0.03566262,-0.03702293,-0.039132092,-0.040993202,-0.04201524,-0.043754786,-0.046086933,-0.047450442,-0.049211394,-0.051005326,-0.052767698,-0.05563701,true
5,0.1521528,0.15550278,0.14735228,0.13884956,0.1290099,0.121332854,0.11361681,0.105607726,0.098852105,0.09573073,0.09150289,0.089110434,0.086100586,0.082693145,0.07886663,0.07594791,0.07294134,0.07086698,0.067253545,0.063922,0.060875814,0.05731175,0.054824986,0.05136149,0.048279323,0.04463478,0.041656658,0.03831376,0.03464614,0.031460393,0.028049558,0.024900481,0.021659061,0.018048774,0.014819515,0.010840261,0.007284021,0.003963119,-0.00019651093,-0.0022947434,-0.006766448,-0.008385518,-0.0105228,-0.0122582875,-0.01386902,-0.015024764,-0.017647164,-0.01924442,-0.02121559,-0.023715496,-0.024755813,-0.026875474,-0.02845341,-0.030255005,-0.03253277,-0.034098797,-0.035348184,-0.037858658,-0.039779343,-0.04130634,-0.043085456,-0.04483598,-0.046915684,-0.049023192,-0.050252665,-0.052777648,-0.053386346,-0.056723144,-0.058419045,true
6,0.14433622,0.14848107,0.13967249,0.1310178,0.12339658,0.115840636,0.108122446,0.10191917,0.096086025,0.0930071,0.089821585,0.08785015,0.08484011,0.08200574,0.07890546,0.07631013,0.07349473,0.07173981,0.06828618,0.06596877,0.062429536,0.05977031,0.05654857,0.054090723,0.050952114,0.04779744,0.045560036,0.042125165,0.039259464,0.03604249,0.03326553,0.030378647,0.02682127,0.023533762,0.020062687,0.016961468,0.013576817,0.010138648,0.006882718,0.0034836987,0.0006370116,-0.0023587188,-0.0027212193,-0.0047022416,-0.0059773065,-0.00775923,-0.009963986,-0.011589738,-0.014146619,-0.015014116,-0.016959134,-0.01899815,-0.020704376,-0.022117471,-0.024011608,-0.026080316,-0.027492182,-0.02955072,-0.030841466,-0.032242965,-0.035157885,-0.03670897,-0.038620792,-0.040497236,-0.042213567,-0.044293147,-0.046293754,-0.047972016,-0.049846306,true
7,0.09903966,0.100750454,0.098719396,0.09347382,0.08976078,0.08542281,0.08138597,0.07805399,0.07468814,0.07207896,0.070868075,0.06880096,0.06687726,0.065138265,0.0626261,0.059672147,0.058620084,0.05603046,0.054443207,0.051404506,0.048815038,0.046473663,0.04373631,0.041445527,0.038931724,0.035640877,0.03337501,0.03088918,0.027347602,0.024773806,0.021559298,0.01859099,0.01607145,0.012102038,0.00998355,0.0062259412,0.0035441695,0.0002842201,-0.003163213,-0.0065468308,-0.009273741,-0.0116365915,-0.012922112,-0.014331555,-0.016158896,-0.017669976,-0.018919567,-0.020350637,-0.022964377,-0.024873612,-0.025812117,-0.027141413,-0.029096024,-0.031059122,-0.032240402,-0.034468327,-0.035439532,-0.03824272,-0.039033797,-0.040948123,-0.041905914,-0.04443516,-0.046606846,-0.04830019,-0.049551193,-0.051093813,-0.053381506,-0.055001717,-0.056607515,true
8,0.11948614,0.12041969,0.11837901,0.11606901,0.1112179,0.10639416,0.10142632,0.09787302,0.09300513,0.090841144,0.08800235,0.08555513,0.08345391,0.08071592,0.078226164,0.075288944,0.072888054,0.06989509,0.06694425,0.06424135,0.06095005,0.05758716,0.054698806,0.051752258,0.049341194,0.04582786,0.0418052,0.038841624,0.03591886,0.032578148,0.029697869,0.026131522,0.022550741,0.019247007,0.01629081,0.013203901,0.009383139,0.0068640606,0.0035000304,-0.00030127447,-0.0034634843,-0.0048986804,-0.006840331,-0.008426726,-0.009688513,-0.011971485,-0.013381763,-0.014911946,-0.016715607,-0.019148221,-0.02028579,-0.022101039,-0.023656147,-0.02562668,-0.027242659,-0.028429981,-0.030417426,-0.032268796,-0.033956684,-0.0357045,-0.037565026,-0.039100595,-0.040730763,-0.04300207,-0.044349283,-0.045635168,-0.047540784,-0.049422313,-0.05169504,true
9,0.09209445,0.09544787,0.09147381,0.086774126,0.08125856,0.07718129,0.072423056,0.06807188,0.06394698,0.061533384,0.0601758,0.058355678,0.05577515,0.053634405,0.051291082,0.050386716,0.047014274,0.045123167,0.043050572,0.040632762,0.037970424,0.035873346,0.033430193,0.031135708,0.028364701,0.024315564,0.023373738,0.019516379,0.016812082,0.013295387,0.010397252,0.007308092,0.0049153967,0.0014382424,-0.0012863409,-0.004949795,-0.008314747,-0.011500924,-0.014677418,-0.018408978,-0.020917442,-0.023359656,-0.024777992,-0.026184807,-0.028159002,-0.030165235,-0.03170431,-0.033275936,-0.034891434,-0.03744624,-0.03832868,-0.04032896,-0.04229234,-0.044021882,-0.045158036,-0.04745267,-0.048071776,-0.051445678,-0.052598942,-0.05374726,-0.056105543,-0.05802171,-0.059765354,-0.061189294,-0.06309305,-0.06510873,-0.06686788,-0.069143176,-0.07082839,true
