line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.123411305,0.124472626,0.11966327,0.11405664,0.10677851,0.100115046,0.09383927,0.08769997,0.08202768,0.07843025,0.076248795,0.07335884,0.0702566,0.0677963,0.06546705,0.062203806,0.05874337,0.05574053,0.0532574,0.05060764,0.048070144,0.043986805,0.0413853,0.03798778,0.03494251,0.031360988,0.029181352,0.026571432,0.023250472,0.020167293,0.017649692,0.013952108,0.01094188,0.007565365,0.0039836927,0.0009114295,-0.0023082448,-0.004993167,-0.0087610185,-0.011084976,-0.013752127,-0.016729102,-0.017965198,-0.01957052,-0.021783004,-0.02264957,-0.024720142,-0.025963442,-0.02858797,-0.030115936,-0.031886708,-0.03320978,-0.034624357,-0.036752753,-0.038489584,-0.040494047,-0.041662626,-0.043536842,-0.045276,-0.046714168,-0.049174268,-0.050854433,-0.051921584,-0.054162018,-0.056116357,-0.05668168,-0.05991569,-0.06121867,-0.06331225,true
1,0.14257964,0.1441444,0.13826714,0.13166611,0.12472844,0.11790197,0.11219769,0.10549119,0.09915878,0.09678239,0.09358238,0.09145564,0.08732119,0.084918104,0.08196991,0.078199714,0.07613558,0.0728285,0.06993245,0.06690024,0.06398837,0.060550187,0.057654973,0.054254055,0.05049256,0.04816706,0.044327956,0.040975362,0.038252696,0.034492284,0.03163702,0.02765039,0.02548208,0.020994145,0.018474068,0.015243308,0.0115513,0.007965794,0.004053847,0.0016790163,-0.0021933354,-0.0035942122,-0.005810815,-0.0071539166,-0.008925434,-0.010611067,-0.012656566,-0.014117537,-0.01607777,-0.017861705,-0.01898576,-0.020567205,-0.022941517,-0.02483663,-0.026172733,-0.027417177,-0.02942814,-0.031459704,-0.03322782,-0.035125673,-0.037024073,-0.03834848,-0.04046204,-0.04242061,-0.04410402,-0.044788525,-0.04774318,-0.050130323,-0.05120929,true
2,0.124128886,0.12686357,0.120789066,0.11323008,0.10742972,0.100919954,0.09546851,0.090511955,0.085715644,0.08297518,0.08047258,0.07757431,0.0759964,0.07278418,0.07060113,0.068696596,0.06547734,0.063178495,0.060741443,0.058595113,0.055784795,0.05352739,0.049996164,0.047456317,0.045452286,0.04202358,0.039202023,0.03587837,0.0332241,0.03073359,0.027142521,0.024460303,0.02129469,0.018355057,0.015392732,0.010815227,0.007921795,0.0055875257,0.001909114,-0.00151332,-0.0042322315,-0.0062859757,-0.008214556,-0.009570325,-0.011230327,-0.013892198,-0.014745723,-0.017716326,-0.018537497,-0.020248655,-0.022235096,-0.023868851,-0.024956781,-0.027033612,-0.029445129,-0.030125627,-0.031478826,-0.034441672,-0.035928275,-0.03717126,-0.03965516,-0.041755922,-0.042515416,-0.045226112,-0.047137305,-0.049148586,-0.050023124,-0.052450564,-0.054631278,true
3,0.10559449,0.104800016,0.10353505,0.10077204,0.09815672,0.09422046,0.08899912,0.0844456,0.080831245,0.07856179,0.076859325,0.07389279,0.07148291,0.06892702,0.065756746,0.06309681,0.06110477,0.058128502,0.05584213,0.05238075,0.049338516,0.045968555,0.04333424,0.039733257,0.037330657,0.03330829,0.029966963,0.026179148,0.023402542,0.019708544,0.016804082,0.012342234,0.009716685,0.0047551733,0.0032552541,-0.0010892814,-0.0050779907,-0.0075453585,-0.012128562,-0.015010275,-0.020716915,-0.020785183,-0.023478433,-0.024053104,-0.0273096,-0.02845716,-0.029960152,-0.032459375,-0.033922542,-0.03569781,-0.037656736,-0.038972866,-0.041879952,-0.04329995,-0.044536483,-0.04677075,-0.048326623,-0.051280167,-0.052000828,-0.053579073,-0.056336187,-0.057780206,-0.06004861,-0.061469987,-0.06436831,-0.065784074,-0.06755984,-0.0687131,-0.07191287,true
4,0.109967254,0.11137299,0.109635025,0.10767975,0.10286238,0.099279985,0.09507078,0.09149849,0.087344736,0.08544315,0.082886286,0.08050578,0.07945313,0.07677589,0.07463903,0.07280011,0.068836376,0.06679499,0.064261064,0.061674856,0.059587482,0.0567123,0.054101396,0.05116468,0.0483218,0.045798413,0.043010496,0.040697016,0.03685336,0.03374543,0.030554697,0.028493874,0.025009464,0.022633411,0.019148149,0.0155630205,0.012856525,0.009462784,0.006593042,0.0025498401,0.00061515905,-0.0022456003,-0.0031602501,-0.0052865297,-0.006580166,-0.008411078,-0.009751359,-0.011902574,-0.012906808,-0.01486701,-0.01713856,-0.018334134,-0.019637115,-0.021814486,-0.023732033,-0.02516178,-0.026887238,-0.028885512,-0.030621486,-0.031691205,-0.034425788,-0.0359631,-0.036801107,-0.039131932,-0.04118092,-0.043263774,-0.044186503,-0.04699719,-0.047855824,true
5,0.12394338,0.12364612,0.119877815,0.11635184,0.11139312,0.10501554,0.10028353,0.093663484,0.08823132,0.08629661,0.082973205,0.080130026,0.07718504,0.07454801,0.07205302,0.06906338,0.06511006,0.062286872,0.058851026,0.056333095,0.053741425,0.049579557,0.046675526,0.043441255,0.039792858,0.0366783,0.03281005,0.029383333,0.026398286,0.021916142,0.01910381,0.01655948,0.011874741,0.008833824,0.005611291,0.0018479265,-0.0014631739,-0.004948564,-0.0092609525,-0.011927048,-0.015357057,-0.01820976,-0.018842919,-0.021136576,-0.022543255,-0.024451746,-0.026609521,-0.028719312,-0.029210394,-0.032328345,-0.03384408,-0.035877924,-0.03763511,-0.03904292,-0.040877722,-0.042657375,-0.04474549,-0.047049828,-0.047552124,-0.04914429,-0.05171624,-0.053955253,-0.05567196,-0.05807615,-0.05945787,-0.061655317,-0.06275041,-0.065638036,-0.06727264,true
6,0.09155509,0.09345919,0.09079751,0.08764116,0.08413885,0.07979658,0.07587125,0.0714955,0.06791308,0.06624895,0.064008325,0.062440533,0.05939849,0.057793606,0.055870026,0.053625032,0.051206812,0.048744496,0.046558004,0.043708276,0.041844092,0.039367054,0.036918603,0.033556137,0.031775694,0.028098963,0.025598625,0.02282694,0.020112712,0.017111607,0.014686825,0.011280938,0.008528778,0.0057141655,0.0020237267,-0.00069544464,-0.0038674595,-0.0067882743,-0.010550495,-0.0127406195,-0.015996369,-0.017857622,-0.01941666,-0.020807765,-0.022750642,-0.024334563,-0.025654621,-0.027200354,-0.02928735,-0.03054535,-0.032463547,-0.034173723,-0.035363853,-0.037041083,-0.03912179,-0.041112006,-0.042436227,-0.044432253,-0.045211438,-0.047672354,-0.049506858,-0.050914872,-0.05225149,-0.055206344,-0.056273673,-0.058130976,-0.060316503,-0.06129741,-0.06374387,true
7,0.100251,0.10195748,0.10070814,0.09580317,0.090544604,0.08582344,0.08127864,0.0772451,0.07312082,0.07050123,0.06982434,0.06648308,0.0638737,0.06168365,0.05982561,0.056844845,0.054452248,0.051981635,0.04907882,0.046710655,0.044735678,0.041071795,0.038411643,0.036221515,0.033862162,0.029884933,0.027602943,0.023456432,0.021543715,0.018297661,0.015094129,0.0119376,0.009346072,0.005767661,0.0022795768,-0.0015518274,-0.004527105,-0.007281265,-0.011492031,-0.014218697,-0.017452352,-0.01966047,-0.020934787,-0.022009544,-0.02524199,-0.02640658,-0.027530655,-0.030154089,-0.03166675,-0.03320444,-0.035087693,-0.03636181,-0.038464583,-0.04016702,-0.042040683,-0.043352157,-0.045808047,-0.048044343,-0.049062133,-0.050446026,-0.053135175,-0.054954287,-0.05654745,-0.05878236,-0.061216682,-0.06201371,-0.063624665,-0.06558869,-0.06843865,true
8,0.10271832,0.10580008,0.10279889,0.0992952,0.09527068,0.09126038,0.08633193,0.08246664,0.078238524,0.07597457,0.07350755,0.07138878,0.069866024,0.066802576,0.06461379,0.061373573,0.059112314,0.056945093,0.053704333,0.050881177,0.048857555,0.045395404,0.042305198,0.039608993,0.037490357,0.033187415,0.030447204,0.027057825,0.02414244,0.020242348,0.017858442,0.015050763,0.011350231,0.008236354,0.0049754395,0.0006591184,-0.0016129343,-0.005491538,-0.009223115,-0.012277119,-0.015833331,-0.017444659,-0.01864992,-0.02191469,-0.022484167,-0.023166208,-0.025943374,-0.027737005,-0.028937021,-0.031059299,-0.032196183,-0.034538925,-0.036303442,-0.037784543,-0.039966937,-0.040984865,-0.042716328,-0.044950675,-0.046758104,-0.04787296,-0.051126458,-0.052318066,-0.05393067,-0.05561947,-0.057191543,-0.05971353,-0.061040953,-0.062406138,-0.06514141,true
9,0.124021314,0.12811315,0.12098208,0.11315922,0.10636087,0.101205274,0.094648845,0.088112,0.08268491,0.07945886,0.07641582,0.07385868,0.071119964,0.06784646,0.06506057,0.062288493,0.059096146,0.056486323,0.053744026,0.050267193,0.047225103,0.04446279,0.041755993,0.037865575,0.035986517,0.03251775,0.02941108,0.02603674,0.023222784,0.019297559,0.01671998,0.0132733695,0.010479254,0.00663036,0.004695977,0.00058285985,-0.0025287839,-0.0050085587,-0.009159867,-0.01239378,-0.016135372,-0.017065287,-0.019166382,-0.021506945,-0.022660395,-0.024068287,-0.026445447,-0.028401854,-0.029712519,-0.03140647,-0.03282685,-0.035053387,-0.036599956,-0.038024995,-0.04053944,-0.041299455,-0.043054633,-0.044912435,-0.046954103,-0.048265144,-0.050831597,-0.052562907,-0.053789277,-0.055091493,-0.05820498,-0.05917717,-0.060956165,-0.06335098,-0.0647206,true
