line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.057618897,0.07167752,0.092519514,0.02871987,0.1411565,0.13025999,0.051239215,0.10293002,0.09843517,0.10160997,0.08741051,0.09446253,0.037420023,0.09203012,0.027593225,0.060074016,0.038399678,-0.0077371425,0.04245467,0.026664773,0.06965584,0.07606252,0.0663629,0.061380614,0.078381225,0.038043648,0.07426858,0.06216389,-0.02860317,0.03810656,-0.011416181,0.030335288,0.019866508,0.02474583,-0.060985975,-0.007937403,0.024007104,0.04126761,-2.7511385e-05,0.026209401,-0.03687224,0.013414093,-0.014068132,0.012819555,0.017267562,-0.022518253,-0.025736509,-0.059497494,-0.04560797,-0.04924852,0.00689735,0.0066999,-0.04756828,-0.019149143,-0.060113538,-0.0233074,-0.08245714,-0.060491607,-0.045949288,-0.052834596,-0.0067937486,-0.067348346,-0.04756817,-0.0870181,-0.043787923,-0.0286835,-0.07069495,-0.019178214,-0.06546598,true
1,0.13673714,0.093897775,0.20525414,0.036948465,0.121870235,0.08353702,0.025371267,0.057992518,0.03093587,0.07529626,0.056576286,0.09316723,0.08167463,0.04194908,0.0374518,0.04257395,0.048189946,0.057335604,0.021278825,0.035123944,0.02767239,0.03745216,0.08113526,0.050872613,0.10113926,-0.000860031,0.008651204,0.03165299,0.066019,0.009274195,0.007928227,-0.020539423,-0.008886801,0.020585444,-0.0703945,-0.004521396,0.038238347,-0.00959602,0.0003154903,-0.03921696,-0.022439469,-0.0008587998,-0.02627725,0.03515694,-0.06932699,-0.051421933,0.022063784,-0.03854486,-0.046067517,-0.008136804,0.018618997,-0.023971397,-0.07924782,0.022392787,-0.07934466,-0.038291782,-0.08808113,-0.015189062,-0.048572153,-0.024279643,-0.068349406,-0.05549826,-0.05995064,-0.030226698,-0.104980245,-0.061269972,-0.012489308,-0.041501105,-0.081441,true
2,0.07782527,0.10000264,0.08966494,0.09902919,0.105198964,0.06674792,0.07302545,0.05893295,0.017781539,0.052632913,0.06327361,0.034356173,-0.006895185,0.022121921,0.035154983,0.06387952,0.058785412,0.025446534,0.039300453,0.06010062,0.0343664,0.06389531,0.012760785,0.029462228,-0.005831207,0.042341724,0.05495249,0.017084422,0.058980502,-0.012874762,0.046000488,-0.01190041,-0.030966073,-0.010979254,-0.035124104,-0.027673142,0.037981085,-0.044561524,0.0025103365,0.0032953378,-0.044104997,-0.0056954445,0.039229427,-0.02463233,-0.069690526,-0.004799607,-0.044432137,-0.0037027644,-0.022945467,-0.05759616,-0.05197872,-0.056425028,-0.06526773,-0.043595426,-0.033782575,-0.019434731,0.0025769654,-0.02107831,-0.05441739,-0.07989134,-0.074203596,-0.041731507,-0.041240156,-0.0692207,-0.058046788,-0.042171888,-0.045136064,-0.055065624,-0.11398186,true
3,0.044257376,0.03717247,0.106360324,0.09866474,0.101623744,0.017766543,0.07571172,0.07402899,0.02759472,0.016887022,0.038456574,0.044331085,0.05495703,0.072342664,0.09189051,0.029066488,0.0654773,0.01878608,0.06736394,0.049496982,0.04916777,0.061297327,0.067263074,0.002733787,0.04325316,0.00078880624,0.03049443,0.0024823772,-0.067768365,-0.040561482,0.033141226,0.043687243,0.007332973,0.010769804,-0.010075658,0.010543631,0.004263168,0.028375754,-0.006640654,-0.00441445,0.018547177,0.03497544,-0.053212088,-0.04145479,-0.017748566,-0.036092274,-0.05849403,-0.06640777,0.007840815,-0.026794214,0.011086962,-0.012039665,0.011759493,0.006584149,-0.034203965,0.007515214,-0.03691124,-0.036000676,-0.015369216,-0.03224624,-0.02186389,-0.066294655,-0.07808371,-0.08636735,-0.089983344,-0.069773674,-0.07878992,0.004488395,-0.013710195,true
4,0.053296797,0.07173118,0.08031119,0.05603851,0.13499273,0.11670551,0.081517085,0.10750608,0.0686729,0.101216175,0.101805724,0.032900363,0.009227116,0.052960612,0.053703934,0.07053769,0.009572635,-0.013258915,-0.006087972,0.013914982,0.08925217,0.086549826,0.058061905,0.03775102,0.023715246,0.04649324,0.0653396,0.027874578,0.023076292,0.032393668,-0.0027519313,0.03504199,0.044842776,0.055830255,-0.040267933,0.003847566,-0.034070797,0.038634628,-0.03550261,0.0046256995,-0.026523888,0.0045240587,0.031354122,-0.068642266,0.01924918,-0.0050143776,-0.08120949,-0.06900013,-0.03438461,-0.039552387,-0.0115886675,-0.018839333,-0.049081054,-0.019988477,-0.021756485,-0.038390413,-0.023920432,-0.045883317,-0.035955977,-0.06445226,-0.017774947,-0.1177301,-0.06433798,-0.074246146,-0.01021763,-0.04529818,-0.08493321,-0.10151636,-0.03364168,true
5,0.063994765,0.08729599,0.100905634,0.10394418,0.10334442,0.09013214,0.0705548,0.13594389,0.087257735,-0.001141646,0.0009773585,0.053831667,0.016033232,0.014055161,0.089838974,0.03220863,0.06631045,0.064640895,0.0713032,0.028516138,0.12754779,-0.03925387,0.043624986,0.04253785,0.039327554,0.042388827,0.01936521,-0.007644552,0.09275106,0.033285253,0.025972076,0.029822826,0.013737785,0.032131627,-0.06093859,0.027497064,-0.03691127,0.014039538,-0.04786645,0.027931046,0.025605064,-0.0012847647,0.11126318,0.004779537,-0.030856699,-0.0077253906,-0.04430693,-0.06495011,-0.08015317,-0.090681404,-0.031338368,-0.056798663,-0.07941221,-0.005268244,-0.02130012,-0.00027807895,-0.05088399,-0.02671003,-0.04160271,-0.027601492,-0.07931862,-0.051731925,-0.07529807,-0.04298848,-0.08463113,0.0032255189,-0.042579867,-0.087269224,-0.03032645,true
6,0.10882807,0.071451224,0.0824687,0.04366459,0.10563429,0.076768145,0.034524113,0.07885513,0.019524518,0.050017994,0.049854513,0.058733873,0.044767573,0.091356784,0.030507354,0.0712963,0.025365211,-0.014496438,0.06692847,0.028799923,0.036403015,0.052505083,0.06572864,0.022696756,0.045385998,0.053991787,0.056229316,0.03039755,0.031917073,0.031109817,0.004571308,0.008926695,-0.015459682,0.029996008,-0.0095634665,-0.015938204,0.012267905,0.007814591,0.010936505,-0.01755385,0.021414358,-0.037574783,-0.024176776,-0.039080653,0.007879959,0.00892251,-0.035546876,-0.0009377574,0.004623846,-0.030135384,-0.042884447,0.0006122526,-0.012752179,-0.0535296,-0.0065060295,0.048485488,-0.052556545,-0.031497244,-0.059297804,-0.022142963,-0.007071015,-0.04907878,-0.034080345,-0.06638322,-0.023649158,-0.032796934,-0.08163266,-0.018122155,-0.08628147,true
7,0.09173151,0.089274466,0.10724837,0.081815675,0.13509227,0.1073876,0.015533729,0.09127532,0.05843088,0.10151464,0.07622031,0.032698244,0.048222147,0.054059092,0.04841497,0.03413908,0.055883504,0.03169501,0.030108646,0.0349145,0.039409485,0.038825825,0.059641737,-0.0022726804,0.051130254,0.03609026,-0.0017820756,0.053412378,0.07016506,0.05306708,-0.0012719817,0.056081947,-8.3187595e-05,0.034384206,-0.051293105,-0.031886622,-0.015019465,0.04397427,-0.0789619,-0.0033807424,0.0622359,-0.050572224,-0.049476746,-0.063271314,-0.0098304795,-0.03259945,-0.0937024,-0.032229897,-0.055080388,-0.037962962,-0.016400654,-0.034834955,-0.06897533,-0.03664406,-0.031789813,0.0572454,-0.059484128,-0.049542055,-0.0628961,-0.05312958,0.0008376946,-0.07165786,-0.012930297,-0.009664249,-0.024783434,-0.01067234,-0.091462776,-0.05225564,-0.021080943,true
8,0.11302904,0.1108024,0.076793164,0.100368336,0.13062236,0.097515486,0.037515014,0.072270684,0.065460324,0.09762057,0.06736695,0.041922178,0.03879332,0.004344088,0.0934609,0.06369495,0.070811145,-0.0129022505,0.013965139,0.04492766,0.03225454,0.057015367,0.03412094,0.0066549797,-0.026974102,0.040375456,0.05954626,0.02113194,0.059589874,0.033718035,0.03713547,-0.0030504167,-0.088624805,0.038042627,-0.033058472,-0.024066597,0.034151852,0.0019605858,-0.032189444,0.015443958,-0.040474113,-0.04719131,0.013381023,-0.022382459,0.023922838,-0.03770246,-0.06280114,-0.004489046,-0.03399385,-0.05333406,-0.007722145,-0.055021055,-0.092031136,-0.077271834,-0.009188956,0.002012093,0.008958226,-0.041760754,-0.097258545,-0.021870831,-0.043456305,-0.062496815,-0.05333214,-0.021812387,0.010552317,-0.05949779,-0.07015847,-0.034307227,-0.079030216,true
9,0.11384035,0.076829955,0.07681928,0.03263212,0.1004678,0.047482036,0.07498724,0.10645768,0.04115305,0.059070863,0.058170836,0.028346445,0.011862364,0.042079147,-0.01616587,0.087123215,0.038582858,0.040599417,0.010287985,0.032679953,0.04361147,0.05250241,0.08317596,0.0665716,0.052208293,0.006463255,-0.0048888163,0.032231547,0.014303072,0.007400293,-0.042785108,0.01825975,0.04794435,0.015052619,-0.047846217,-0.013553701,0.023591958,-0.016724905,-0.016829085,-0.05145438,0.005940133,0.030806853,-0.016763799,-0.062112898,-0.056670602,0.025388785,-0.0057829157,-0.056087624,-0.017827127,-0.029422669,-0.053427897,-0.023964426,-0.0054880725,-0.01333062,-0.04603759,-0.034170717,-0.080088295,-0.01958085,-0.03711214,-0.067454174,-0.0020784917,-0.07136009,-0.10876476,-0.0790906,-0.063679494,-0.038827717,-0.019627433,-0.07225611,-0.06824417,true
