line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.083700664,0.08639773,0.08522622,0.084115304,0.08200018,0.0804663,0.07741899,0.07554013,0.07164511,0.070655204,0.06884144,0.06740961,0.066329904,0.06295868,0.061700743,0.059840087,0.057138883,0.056135565,0.052967347,0.051156327,0.047733366,0.045302454,0.042879652,0.040388733,0.03670679,0.034986086,0.032172367,0.029124543,0.026087342,0.023759117,0.020991147,0.017278744,0.014258088,0.011526117,0.00749292,0.004391755,0.001632384,-0.0014063232,-0.0046321396,-0.0074158916,-0.011375247,-0.012061432,-0.013425954,-0.016655732,-0.017248627,-0.019019896,-0.020491645,-0.021850009,-0.024547234,-0.026011476,-0.026693922,-0.028983941,-0.03103603,-0.032140944,-0.033987705,-0.03565365,-0.038306333,-0.039266553,-0.04171396,-0.043208156,-0.044212453,-0.045562454,-0.048222322,-0.050124,-0.05133429,-0.053554576,-0.05550023,-0.056656774,-0.058394868,true
1,0.11061565,0.1133545,0.109214865,0.10665478,0.101026595,0.09657466,0.09111739,0.08590433,0.08106102,0.07760406,0.07583743,0.07341943,0.070462085,0.068033755,0.065210775,0.06270324,0.05947055,0.057046067,0.053602364,0.05055053,0.047137607,0.044961486,0.041439995,0.038239755,0.03460841,0.031629987,0.028297652,0.02528322,0.022216681,0.018696645,0.015176258,0.012819696,0.009010809,0.0064000376,0.0027895756,-0.0004055025,-0.004906606,-0.0071642045,-0.010432278,-0.014503262,-0.017762093,-0.019509424,-0.02109604,-0.022914587,-0.02425649,-0.026079286,-0.027313009,-0.029261105,-0.03175829,-0.03368544,-0.03489157,-0.03652416,-0.03799174,-0.040521234,-0.042099148,-0.043911047,-0.04528852,-0.047370486,-0.049634203,-0.05106335,-0.05323816,-0.05533567,-0.05624227,-0.058663324,-0.059808582,-0.061486572,-0.06428583,-0.06511742,-0.0674712,true
2,0.10648466,0.1086295,0.10372821,0.09807102,0.09436927,0.08815968,0.08416832,0.07910766,0.07460769,0.07244581,0.069826424,0.0678947,0.06504239,0.06373642,0.060667105,0.058017425,0.05531226,0.052674156,0.050119083,0.047365706,0.044587675,0.041149307,0.03817819,0.035033684,0.032923184,0.029348146,0.026341163,0.022821782,0.019906687,0.017041933,0.012825066,0.009829029,0.00689352,0.0032322253,-0.00076162745,-0.0039523626,-0.0073339436,-0.0104899295,-0.014031609,-0.017544445,-0.020999216,-0.02255588,-0.024865314,-0.026189191,-0.028928194,-0.029701892,-0.031040821,-0.03428441,-0.035244856,-0.036851462,-0.038688947,-0.040261924,-0.042428672,-0.04384257,-0.04617106,-0.047852963,-0.04999273,-0.051007744,-0.05336602,-0.05513138,-0.057319064,-0.059077647,-0.060996614,-0.06258915,-0.06457236,-0.06628153,-0.067976914,-0.07065967,-0.072175056,true
3,0.10771649,0.11127661,0.105903134,0.101725414,0.09596748,0.09231423,0.08884073,0.08463528,0.08074197,0.07840148,0.076221675,0.074378505,0.072255075,0.07059152,0.06794904,0.06581997,0.06419935,0.061422367,0.058890738,0.056337383,0.05459908,0.05203528,0.04929963,0.046138953,0.04381586,0.040683065,0.03755464,0.034297768,0.031792402,0.02918734,0.025716849,0.022118341,0.0191567,0.017307518,0.013005082,0.010450363,0.006699698,0.0033892225,-0.00060587376,-0.0034475848,-0.006358167,-0.008900229,-0.0105724,-0.012541972,-0.013178862,-0.015779676,-0.016750608,-0.018670268,-0.020126786,-0.022460926,-0.024155613,-0.025566863,-0.02744466,-0.029117092,-0.030452967,-0.032801367,-0.034479003,-0.036645826,-0.03783443,-0.03931897,-0.041507605,-0.044212665,-0.045332145,-0.0469999,-0.049131766,-0.05051946,-0.051923987,-0.05444769,-0.055660043,true
4,0.106481954,0.109162346,0.1057473,0.100555405,0.09680428,0.09269764,0.088042066,0.08374066,0.079600215,0.07753657,0.075727105,0.07267857,0.07076853,0.06818898,0.065991655,0.06422913,0.061370585,0.058575436,0.05532776,0.05333016,0.049675357,0.04806416,0.044328447,0.041936122,0.0385973,0.035859533,0.032171085,0.03062804,0.02676686,0.023622287,0.020698369,0.017558675,0.013643978,0.0105365515,0.007972983,0.004365632,0.0014448613,-0.002036687,-0.0052575516,-0.008512038,-0.011466121,-0.013993181,-0.015131846,-0.017002622,-0.018704742,-0.019901631,-0.022081178,-0.023457788,-0.025588192,-0.027072368,-0.028128996,-0.030769328,-0.0319917,-0.03418826,-0.03598884,-0.037349895,-0.038644902,-0.041059244,-0.04181809,-0.044429425,-0.045907594,-0.047912244,-0.049514372,-0.05123808,-0.05337108,-0.054807547,-0.056482356,-0.05833098,-0.05986409,true
5,0.11037427,0.11254029,0.10869874,0.104306765,0.09994273,0.09514142,0.09070983,0.08647762,0.08181436,0.08067364,0.078219816,0.07636594,0.07464889,0.072488084,0.06999805,0.06796752,0.06628834,0.06201219,0.060206592,0.058411893,0.055696104,0.05250662,0.05042993,0.04720477,0.044567183,0.04231844,0.03924097,0.03573779,0.033537567,0.03058248,0.02727067,0.022728447,0.020928549,0.017407082,0.014593877,0.011088641,0.008594573,0.004984213,0.00041492283,-0.0021579675,-0.0046583563,-0.0065076128,-0.008714864,-0.010166567,-0.011996976,-0.01389876,-0.014710779,-0.01702849,-0.018614754,-0.020118322,-0.021907832,-0.023536721,-0.02492455,-0.027033484,-0.029473986,-0.030922329,-0.032886364,-0.033739116,-0.036180444,-0.037264027,-0.03956625,-0.04153952,-0.04295582,-0.044430163,-0.046470724,-0.048540078,-0.05023148,-0.051500827,-0.053638425,true
6,0.12973642,0.13041075,0.12517376,0.122514814,0.1169573,0.111834385,0.10767714,0.102328956,0.09664213,0.09414546,0.09201616,0.08901571,0.087558314,0.085256666,0.08200072,0.078694284,0.076293305,0.07375452,0.07129895,0.068042345,0.06460529,0.06164286,0.05909015,0.05539309,0.052228488,0.04881896,0.045712017,0.042036626,0.038129512,0.03650281,0.03186723,0.027397845,0.024573982,0.023000333,0.018339904,0.015294062,0.011605082,0.007819396,0.003652078,-0.000119234435,-0.0031575477,-0.00466305,-0.006261358,-0.008905837,-0.0110989725,-0.012214394,-0.0134430835,-0.015737576,-0.017672308,-0.01910709,-0.020670231,-0.02267375,-0.023774743,-0.02647832,-0.028502118,-0.030346511,-0.032672722,-0.033622,-0.03634295,-0.038044505,-0.040474813,-0.041989647,-0.04284808,-0.045615315,-0.046740726,-0.049153876,-0.051430788,-0.05360921,-0.054323163,true
7,0.1430374,0.14945377,0.1372718,0.12749855,0.11928925,0.11125019,0.10453671,0.09755743,0.09153152,0.08923264,0.08624801,0.082985684,0.080311105,0.07803096,0.07594521,0.07226686,0.06953988,0.066083506,0.06417554,0.061201908,0.059022997,0.0556645,0.052767493,0.049713038,0.047243,0.044143356,0.041389726,0.038051583,0.03573159,0.031441875,0.028873054,0.025153536,0.022699732,0.019249622,0.016316228,0.012381034,0.009281371,0.0059140194,0.0016688327,-0.00078140106,-0.0043086596,-0.0055859424,-0.00802804,-0.00972157,-0.011074736,-0.013196323,-0.014381177,-0.01613226,-0.017363645,-0.019806048,-0.020821031,-0.02342468,-0.025451079,-0.026468277,-0.028612219,-0.030824939,-0.032105237,-0.034057245,-0.035651855,-0.037579715,-0.039606713,-0.04112372,-0.042668078,-0.044536397,-0.046490736,-0.048573565,-0.05038517,-0.052753173,-0.053498268,true
8,0.11743312,0.12084941,0.116218805,0.11141569,0.10650932,0.101449706,0.09679723,0.09260254,0.08839447,0.08650669,0.08302091,0.08106831,0.07833909,0.07748151,0.07371599,0.07184778,0.0692799,0.06659444,0.06352789,0.061228614,0.05797063,0.05666724,0.05334916,0.050162375,0.04748065,0.04437279,0.042212527,0.038984913,0.0352792,0.032554105,0.027979549,0.025762878,0.022401188,0.01915973,0.015691785,0.013328881,0.00947769,0.005953571,0.0030755145,-0.0004755212,-0.004311377,-0.0058466215,-0.00759157,-0.008390371,-0.010529828,-0.012452956,-0.014070225,-0.015870493,-0.017176837,-0.019845448,-0.021590129,-0.023556558,-0.025670525,-0.02620585,-0.028684106,-0.029599374,-0.03165389,-0.034343895,-0.035214245,-0.03694559,-0.03861586,-0.040678356,-0.043245032,-0.044221777,-0.046967126,-0.047750473,-0.04928239,-0.052271802,-0.053767543,true
9,0.13915907,0.14451689,0.13481426,0.12724414,0.11932476,0.11263077,0.10559457,0.10027142,0.09434286,0.0905058,0.08732733,0.084461436,0.08191424,0.079723515,0.076235995,0.073972985,0.07079503,0.067661874,0.064593196,0.061524063,0.05845621,0.056396317,0.052400064,0.049891826,0.04692264,0.043268085,0.03990526,0.03778032,0.03465397,0.031159546,0.027845148,0.025211222,0.021387702,0.018014356,0.014562573,0.011973277,0.007941961,0.005480204,0.0017238255,-0.0015596235,-0.00435438,-0.0064358804,-0.008003511,-0.00993984,-0.010861636,-0.013320653,-0.014749025,-0.016057592,-0.01728011,-0.02007192,-0.021465242,-0.02434921,-0.025866102,-0.02683256,-0.029077563,-0.030422268,-0.03259277,-0.034305867,-0.03642434,-0.037724707,-0.039722368,-0.041720517,-0.04372188,-0.04545339,-0.04682315,-0.048298147,-0.050692186,-0.052472983,-0.054641686,true
