line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.15124209,0.15751766,0.14496402,0.13286231,0.123154536,0.11491147,0.10642891,0.09901477,0.09150194,0.08837754,0.084297344,0.08133428,0.07811609,0.07507906,0.07108371,0.06761873,0.06485653,0.061174713,0.057656284,0.054456346,0.051785655,0.04781729,0.045206465,0.04166308,0.039185897,0.03504822,0.03159488,0.028242722,0.025467714,0.022258513,0.019208215,0.014928776,0.012422948,0.008530539,0.005572878,0.0017643906,-0.00095903967,-0.0047870614,-0.007679292,-0.011761086,-0.015506307,-0.016909357,-0.018772863,-0.020919356,-0.021752741,-0.024200132,-0.02584498,-0.027671631,-0.029905135,-0.031217646,-0.03304107,-0.035095852,-0.036827285,-0.038602937,-0.040210947,-0.041780375,-0.04450008,-0.045787018,-0.04775056,-0.04918922,-0.05145976,-0.05274072,-0.05574856,-0.056447864,-0.058500208,-0.060524534,-0.06221819,-0.06387773,-0.06599975,true
1,0.09767275,0.09915509,0.09647537,0.09425483,0.09002104,0.08654412,0.084084876,0.080000065,0.07724203,0.07597203,0.074521735,0.07213517,0.07091119,0.0695528,0.06756887,0.06448286,0.064000756,0.06217742,0.059940733,0.05727386,0.055350244,0.05398094,0.050658673,0.04895475,0.046378933,0.042449526,0.041333202,0.037643686,0.035830155,0.032562498,0.029378641,0.027984329,0.02451336,0.021088708,0.018487893,0.015333687,0.011670976,0.00940659,0.006075945,0.0028326816,8.048862e-05,-0.0025504334,-0.0037891194,-0.005792369,-0.006997916,-0.008443177,-0.00988971,-0.012523202,-0.013702041,-0.014689248,-0.016715767,-0.018151896,-0.020360507,-0.021926742,-0.02338548,-0.02534833,-0.02825876,-0.028874055,-0.030141287,-0.032235783,-0.033367783,-0.035393715,-0.03641594,-0.039421026,-0.04010626,-0.043311547,-0.044376746,-0.046154737,-0.0470397,true
2,0.109437935,0.11206273,0.10660839,0.10095249,0.095075056,0.08916201,0.083450444,0.0778422,0.07293621,0.070994064,0.068025425,0.06552771,0.06395505,0.05978672,0.05844618,0.056044016,0.05303915,0.050182987,0.048739444,0.04507361,0.042801782,0.040302176,0.036207274,0.03442064,0.030650284,0.028576767,0.02581358,0.022111662,0.019137777,0.016305914,0.013299861,0.009685433,0.0062987865,0.0038701203,3.395509e-05,-0.00326363,-0.0065449867,-0.009586119,-0.013463353,-0.016609147,-0.020019516,-0.021195455,-0.023455374,-0.025483422,-0.027610913,-0.028671155,-0.029542278,-0.032747712,-0.033874154,-0.035198305,-0.036485642,-0.038782466,-0.04061412,-0.042771082,-0.044127367,-0.046052776,-0.048082184,-0.04983925,-0.05140835,-0.05350965,-0.055226117,-0.05679181,-0.058330547,-0.060089074,-0.062348463,-0.063869245,-0.06657209,-0.06797138,-0.069231175,true
3,0.13144767,0.13703799,0.1294013,0.122817725,0.11486697,0.10756818,0.10128921,0.094391264,0.08959888,0.087631784,0.08486806,0.08112157,0.07909777,0.07609809,0.073467694,0.07069645,0.068086565,0.065750405,0.0637469,0.060998876,0.057678893,0.05512893,0.05183868,0.05057539,0.047276683,0.04429374,0.040738117,0.038681015,0.03608723,0.032829616,0.029768834,0.02758352,0.024048913,0.021397796,0.01799493,0.015341292,0.011707762,0.009312527,0.005860008,0.0029876567,-0.000366773,-0.0020151315,-0.0040424336,-0.005562042,-0.0070606004,-0.009073434,-0.010317856,-0.012213996,-0.013199065,-0.014546329,-0.017124029,-0.018906854,-0.019603841,-0.02181644,-0.023822458,-0.025165372,-0.027107164,-0.029097538,-0.029947639,-0.031967636,-0.033510968,-0.035155088,-0.03745292,-0.039279457,-0.04150134,-0.042350113,-0.0444141,-0.04611906,-0.048778504,true
4,0.122599356,0.12416336,0.1192055,0.1149124,0.11004091,0.10400312,0.098316096,0.09245966,0.088298745,0.08563101,0.082320586,0.07943489,0.07829216,0.074651286,0.072846554,0.0693898,0.06760796,0.06402872,0.061775614,0.058504704,0.055886827,0.05320274,0.0495701,0.047070693,0.04367122,0.0404632,0.037903134,0.034024127,0.031007895,0.028543647,0.024784502,0.022975374,0.018854424,0.015986102,0.012688769,0.00880555,0.0056971307,0.0030394928,-0.0006985264,-0.0040748175,-0.0069078323,-0.008539373,-0.010834201,-0.012512847,-0.013569671,-0.015377821,-0.01640027,-0.019346764,-0.021266386,-0.021683898,-0.024332307,-0.025740668,-0.027163714,-0.028762411,-0.030544769,-0.033338733,-0.034834333,-0.035754785,-0.03741297,-0.04005913,-0.041003637,-0.043099135,-0.04454638,-0.046791356,-0.048212394,-0.050697807,-0.052231822,-0.05354038,-0.05477986,true
5,0.10767295,0.11184166,0.10534816,0.10092264,0.0947129,0.09027933,0.08408128,0.07983891,0.07519911,0.07391063,0.07089235,0.069297105,0.06687465,0.06364146,0.062016886,0.05893905,0.057319906,0.05448132,0.05169212,0.04896071,0.047138467,0.04455223,0.04080663,0.039102357,0.036067575,0.032562107,0.030017309,0.025940688,0.023688836,0.020049665,0.017235905,0.014470048,0.011173277,0.0070150504,0.0043291617,0.0013335887,-0.0021050628,-0.0063080704,-0.008830638,-0.012591857,-0.015510784,-0.017483834,-0.018867437,-0.021048281,-0.022849474,-0.024095906,-0.026011236,-0.027687158,-0.02921181,-0.03087698,-0.032997407,-0.034893084,-0.036439247,-0.038902603,-0.03995989,-0.04154505,-0.04442024,-0.0453837,-0.047777314,-0.049393367,-0.050674655,-0.052242827,-0.054141726,-0.05579153,-0.058236714,-0.06020762,-0.062027268,-0.063575864,-0.06519617,true
6,0.11475814,0.116505966,0.11178401,0.10717338,0.10234074,0.09716647,0.0910103,0.0868162,0.08216036,0.07964522,0.07663818,0.073813334,0.071755424,0.069404356,0.06614176,0.06313083,0.059465833,0.057730965,0.054501005,0.05088589,0.0478786,0.044473317,0.041500513,0.03827399,0.03458316,0.030866459,0.028484225,0.023963492,0.0211859,0.016727231,0.014526791,0.010477392,0.0073109968,0.0044610705,-6.3969754e-05,-0.0033244714,-0.007052049,-0.0105890045,-0.01343161,-0.017295443,-0.02163942,-0.022821318,-0.025077883,-0.026889153,-0.027921166,-0.03005596,-0.031380493,-0.03422629,-0.035556324,-0.038075693,-0.038968015,-0.04120429,-0.0430068,-0.04472063,-0.04603394,-0.04883253,-0.05052149,-0.05214011,-0.054758564,-0.055889614,-0.05746849,-0.059750836,-0.060966704,-0.062896386,-0.06540776,-0.06678722,-0.06926384,-0.06992905,-0.07194363,true
7,0.11792898,0.11842656,0.11493168,0.111827806,0.108876295,0.10502806,0.10000368,0.096184425,0.09095214,0.08946126,0.08657423,0.08383259,0.08233291,0.0792974,0.07777004,0.07385247,0.07147666,0.0682548,0.06635462,0.062471885,0.059880413,0.056755327,0.053661563,0.05039717,0.046889514,0.043950856,0.04112849,0.037881274,0.033987403,0.030398402,0.027689997,0.023869544,0.020832697,0.017949503,0.013815802,0.010624078,0.006969692,0.0042270324,0.00013721548,-0.0029687649,-0.0060621914,-0.008230193,-0.010052151,-0.011607329,-0.013400025,-0.014560247,-0.01720209,-0.018623248,-0.02121536,-0.02247807,-0.023659185,-0.02629197,-0.027324423,-0.029284377,-0.030694451,-0.032600157,-0.035397734,-0.036606696,-0.038221844,-0.03932564,-0.04167044,-0.043171275,-0.045698173,-0.046586428,-0.04928022,-0.05131175,-0.052526217,-0.05392883,-0.05656937,true
8,0.09064535,0.09605542,0.08995224,0.08594461,0.08307937,0.07914738,0.074967735,0.07270373,0.07013817,0.068144836,0.067052916,0.06528957,0.06358774,0.061218422,0.060378037,0.057263955,0.056334488,0.054550886,0.052610036,0.050709568,0.047921956,0.045655813,0.04246392,0.04082616,0.03806802,0.035511523,0.034376442,0.030690249,0.027597493,0.024900949,0.021864695,0.018634638,0.015491867,0.012745829,0.00950853,0.0060701324,0.003535627,-0.00036906917,-0.0030484973,-0.0066362694,-0.009874972,-0.011119878,-0.012975502,-0.015615921,-0.016462974,-0.017546913,-0.019875601,-0.02154184,-0.02327679,-0.025544606,-0.026551828,-0.028762102,-0.030886106,-0.032534007,-0.033474937,-0.03565708,-0.03763591,-0.03879849,-0.040750775,-0.042771384,-0.04465121,-0.046277698,-0.048137203,-0.049777742,-0.052205928,-0.052903477,-0.055500653,-0.05719377,-0.05877831,true
9,0.112474754,0.11683399,0.10898241,0.10340858,0.09851722,0.09298625,0.08684479,0.08187338,0.077810794,0.075119555,0.07188776,0.06984095,0.068032354,0.06457972,0.062462,0.058770627,0.05770475,0.05503405,0.051476285,0.048240453,0.04617013,0.043475598,0.03975308,0.037046973,0.03476885,0.030741181,0.028405169,0.024877828,0.02131929,0.018833596,0.01591602,0.012255721,0.008941702,0.0054469453,0.0014880043,-0.0015798546,-0.004089472,-0.008145512,-0.012307397,-0.016525527,-0.019240547,-0.020826394,-0.023295317,-0.024746507,-0.025999248,-0.028095504,-0.02992367,-0.031227626,-0.03381075,-0.035161674,-0.03713331,-0.038867157,-0.040813264,-0.04255235,-0.043501697,-0.04571257,-0.047944043,-0.04946388,-0.05198971,-0.053250965,-0.054642662,-0.056108132,-0.05888328,-0.060861725,-0.063391626,-0.064328305,-0.06648563,-0.06844517,-0.070205145,true
