line,rho1,rho2,rho3,rho4,rho5,rho6,rho7,rho8,rho9,rho10,rho11,rho12,rho13,rho14,rho15,rho16,rho17,rho18,rho19,rho20,rho21,rho22,rho23,rho24,rho25,rho26,rho27,rho28,rho29,rho30,rho31,rho32,rho33,rho34,rho35,rho36,rho37,rho38,rho39,rho40,rho41,rho42,rho43,rho44,rho45,rho46,rho47,rho48,rho49,rho50,rho51,rho52,rho53,rho54,rho55,rho56,rho57,rho58,rho59,rho60,rho61,rho62,rho63,rho64,rho65,rho66,rho67,rho68,rho69,origin
0,0.10325541,0.10720676,0.101666674,0.09728964,0.09260242,0.08843977,0.08526435,0.08129028,0.076717496,0.07561879,0.072849825,0.07194601,0.06867349,0.06683336,0.0648757,0.06177648,0.060075395,0.05731226,0.054674964,0.052786116,0.050424088,0.04647152,0.043920815,0.04165768,0.037536237,0.03593716,0.031960335,0.030240709,0.025722943,0.022649359,0.019467019,0.017224064,0.013244486,0.010002383,0.007014118,0.0033677882,9.476952e-05,-0.0030605923,-0.0064309407,-0.01013446,-0.013723018,-0.015644427,-0.016219977,-0.01895107,-0.02002896,-0.021808209,-0.023314394,-0.02642019,-0.026873639,-0.029442362,-0.030782115,-0.03252306,-0.033980172,-0.03604208,-0.03773879,-0.039457668,-0.0420076,-0.044024568,-0.04576685,-0.04740649,-0.04851602,-0.049280226,-0.05259512,-0.05384726,-0.05521635,-0.05792073,-0.05888708,-0.06147728,-0.06297993,true
1,0.1096574,0.110337496,0.108536586,0.10478877,0.102037154,0.097771384,0.09373591,0.08961935,0.08545926,0.084192134,0.08154861,0.07880032,0.07714465,0.075384125,0.073799305,0.070935145,0.06800098,0.066609815,0.06352222,0.06028112,0.05790977,0.055471268,0.052392416,0.049489193,0.04678456,0.04411357,0.041340552,0.039004516,0.035205506,0.032523938,0.029228723,0.027008457,0.023709208,0.020317249,0.016999532,0.014564736,0.0106446715,0.007515641,0.0046532988,0.0012689326,-0.0013471572,-0.0036185386,-0.0049531544,-0.0063053397,-0.00857674,-0.010150378,-0.011172884,-0.013054286,-0.014826519,-0.016398149,-0.018542364,-0.020034311,-0.021403925,-0.022679575,-0.024514984,-0.026086356,-0.027989842,-0.029827151,-0.031951718,-0.033428635,-0.035795875,-0.037733406,-0.037623823,-0.04125438,-0.042056255,-0.04399497,-0.045629762,-0.04760103,-0.049433727,true
2,0.11045724,0.11754707,0.109760866,0.10310216,0.097452454,0.09219516,0.087811805,0.08310528,0.07904307,0.076706804,0.07448447,0.071874365,0.070951276,0.06857589,0.066214666,0.064356506,0.06086323,0.059474505,0.05683084,0.05382652,0.051933963,0.050247952,0.046642847,0.043810874,0.040691778,0.03908229,0.035807505,0.03297046,0.02960596,0.027267974,0.023941552,0.02144554,0.018079842,0.015085448,0.011626085,0.008562665,0.0056632096,0.0014096703,-0.00041025877,-0.0046865884,-0.0079708705,-0.009638432,-0.011085783,-0.012525153,-0.014797399,-0.015900841,-0.017824005,-0.020159636,-0.02124097,-0.022420226,-0.024721332,-0.026250437,-0.026872415,-0.02957293,-0.031405576,-0.032498542,-0.034535702,-0.036507946,-0.038644057,-0.039769582,-0.042225443,-0.043632198,-0.04512782,-0.047611386,-0.04921285,-0.051242594,-0.052941594,-0.055161156,-0.056687426,true
3,0.12541172,0.12726735,0.12271904,0.11714355,0.11065391,0.10368943,0.09788331,0.09186959,0.08631833,0.083341174,0.080695234,0.07781236,0.07534199,0.07227576,0.069659054,0.06663875,0.06398322,0.061152693,0.05896881,0.05521724,0.052373964,0.049551792,0.04636766,0.04339137,0.040698223,0.037404045,0.03443531,0.031353913,0.028463246,0.024875179,0.022282682,0.0190624,0.015651913,0.01258422,0.009516391,0.006133031,0.0025855592,-0.0012994725,-0.004021379,-0.0077956207,-0.0114191985,-0.0129763,-0.014442225,-0.015937772,-0.018169703,-0.020199368,-0.021528993,-0.023518424,-0.02460554,-0.027301226,-0.028171614,-0.030123139,-0.031793505,-0.033941936,-0.035371765,-0.036688104,-0.038641773,-0.04067399,-0.042686593,-0.043958496,-0.04650698,-0.0482824,-0.050094552,-0.051746026,-0.05376722,-0.055776365,-0.057452388,-0.059021622,-0.06100292,true
4,0.121277474,0.12866718,0.1183571,0.107310995,0.09815551,0.0904482,0.08331191,0.077093616,0.07102225,0.06840558,0.065371096,0.062284,0.05954202,0.05862491,0.054958656,0.052868024,0.05040038,0.04767726,0.04452428,0.042869832,0.04030336,0.03651001,0.034809686,0.033012953,0.029470414,0.027339216,0.024739016,0.022342715,0.019423082,0.01609803,0.013802393,0.010908473,0.008449251,0.005232066,0.0019351309,-0.00027329102,-0.004222911,-0.007815089,-0.009856547,-0.0128346365,-0.016094202,-0.01787397,-0.01885578,-0.021075238,-0.02259076,-0.024089653,-0.025558319,-0.028129928,-0.028981252,-0.031272247,-0.032123663,-0.03430278,-0.036501862,-0.037815288,-0.03954696,-0.04156401,-0.043184083,-0.044455286,-0.046329055,-0.04900589,-0.049609542,-0.051441103,-0.053441864,-0.05487833,-0.05690462,-0.05865028,-0.0605712,-0.062030584,-0.06391343,true
5,0.14418226,0.15379813,0.13947545,0.12557416,0.114380345,0.104082875,0.09526631,0.08762667,0.07953637,0.07699845,0.07293339,0.06904538,0.0666941,0.063146725,0.059490483,0.057479694,0.05364713,0.050045256,0.04728763,0.043926157,0.041294556,0.038909554,0.03574063,0.03225458,0.029879648,0.026860053,0.024057379,0.021140415,0.017722515,0.014995314,0.011818403,0.008579377,0.0052433927,0.0029334174,-0.0005415762,-0.0038399342,-0.0069473945,-0.009403236,-0.013283738,-0.016657077,-0.020411782,-0.021558482,-0.023179606,-0.024987895,-0.027305385,-0.029229699,-0.030012844,-0.03175253,-0.03370799,-0.03567074,-0.03733039,-0.038697205,-0.040503424,-0.04229359,-0.04423649,-0.04595022,-0.04747723,-0.04936737,-0.050912403,-0.053146984,-0.054527976,-0.05639185,-0.058365427,-0.0605527,-0.06195637,-0.0638018,-0.065472215,-0.06712201,-0.06828454,true
6,0.12642738,0.12618025,0.12164379,0.11768496,0.11153437,0.10547057,0.099237196,0.093408845,0.08817086,0.086051784,0.08294119,0.08004069,0.0767935,0.074613094,0.071367234,0.06869532,0.06544137,0.06255548,0.0593684,0.056840573,0.053459868,0.049355995,0.046363853,0.044070244,0.040565908,0.03738675,0.03410134,0.030631611,0.027569627,0.024783965,0.02079381,0.017676394,0.015184467,0.01086016,0.0075960485,0.004840118,0.0013659773,-0.0018961299,-0.0048666997,-0.008353846,-0.011732979,-0.014271595,-0.015179458,-0.016739313,-0.018483551,-0.020221788,-0.021932296,-0.023575034,-0.025432782,-0.027123226,-0.0283974,-0.031220185,-0.03309868,-0.03378957,-0.036135823,-0.038177464,-0.039536245,-0.04113441,-0.043212544,-0.04491939,-0.045995727,-0.047852386,-0.050343182,-0.051777825,-0.054299284,-0.055465017,-0.057051636,-0.05848063,-0.061034646,true
7,0.12840846,0.13217998,0.12608424,0.11898238,0.11106222,0.10300792,0.09428278,0.08817906,0.0809587,0.078365274,0.0744154,0.070892274,0.06710203,0.06450689,0.05985385,0.056963988,0.05358903,0.049472954,0.04584148,0.042721294,0.03965894,0.035608396,0.03184728,0.028169032,0.024911787,0.020761002,0.018056117,0.014591993,0.010476514,0.0077550006,0.0035498405,0.0001277104,-0.0037576016,-0.008055957,-0.010968425,-0.013706857,-0.018212676,-0.021826718,-0.024440788,-0.028217137,-0.032103747,-0.033954713,-0.03503938,-0.037137933,-0.03898533,-0.04094027,-0.043179676,-0.044514097,-0.04649546,-0.048565164,-0.050134156,-0.05148676,-0.053807274,-0.055519555,-0.057369936,-0.05904945,-0.060806543,-0.06266135,-0.06449426,-0.06707228,-0.067851014,-0.06964332,-0.0721011,-0.07346448,-0.07596059,-0.078078926,-0.07910374,-0.081395,-0.0828928,true
8,0.10211615,0.10774994,0.10133851,0.09531307,0.08867564,0.08342142,0.0786575,0.07390998,0.07011565,0.06822243,0.06484043,0.06314599,0.06094252,0.058435634,0.056334615,0.05308996,0.05182144,0.04869878,0.045847047,0.04325234,0.041558746,0.037951957,0.035815824,0.03299845,0.029742349,0.026926653,0.024118591,0.022034358,0.01881745,0.015463238,0.012446683,0.008471727,0.0063847033,0.0025493968,-0.00017706305,-0.0036820844,-0.007180186,-0.01041661,-0.012958995,-0.017073538,-0.020511026,-0.02277079,-0.024111133,-0.025658816,-0.026857985,-0.029038483,-0.031728745,-0.032704055,-0.03398715,-0.03622741,-0.03773515,-0.038945735,-0.040458217,-0.043533426,-0.04397609,-0.046563935,-0.04818187,-0.05016102,-0.051821686,-0.05316696,-0.05470422,-0.057525102,-0.059235208,-0.06112448,-0.06284553,-0.0647122,-0.06571998,-0.06831703,-0.06946341,true
9,0.12087742,0.124405526,0.118442245,0.1123036,0.10596101,0.10109833,0.09599424,0.090054564,0.08488535,0.08214273,0.08009479,0.07789275,0.07531954,0.07256171,0.070465475,0.067422256,0.064742774,0.062457602,0.05896469,0.057243098,0.053514935,0.051189736,0.048396997,0.045529462,0.04307801,0.039770678,0.036960762,0.034068022,0.03172026,0.02788693,0.025789663,0.021650758,0.018489193,0.015746621,0.012212869,0.009231722,0.0061380183,0.0034165354,-0.00059823133,-0.003578173,-0.007048633,-0.008470177,-0.0102941925,-0.011319998,-0.012988567,-0.015200112,-0.016484948,-0.018038131,-0.02016378,-0.021862911,-0.023632156,-0.024642464,-0.026174143,-0.028365593,-0.030159805,-0.031524517,-0.03332094,-0.035515826,-0.037113957,-0.03866578,-0.04030259,-0.04244057,-0.04430719,-0.045792505,-0.047546804,-0.04914991,-0.05103142,-0.052914497,-0.05449547,true
